name,description,type,sub_type,attribute,attack,defense,price,volatility,index,index_market,join_id,set_id,set_name,set_release,rarity,rank,name_official,price_missing
Doomstar Magician,"Once per turn: You can discard 1 card, then target 1 card in either player's Pendulum Zone; destroy that card, and if you do, draw 1 card.",MONSTER,[Spellcaster／Effect],DARK,1800,300,0.4267,,11316,134968,PEVO-EN021SR,DEM3-EN011,2015 MEGA-TINS MEGA PACK,2014-08-15,UR Ultra Rare,4,Doomstar Magician,False
Doomstar Ulka,"When exactly 1 monster you control (and no other monsters) leaves the field by an opponent's card effect (except during the Damage Step): You can banish this card from your hand or GY; if that monster is in the GY or banished face-up, Special Summon it, otherwise, Special Summon this banished card. If this card is Special Summoned: You can make this card gain 1500 ATK until the end of the next turn. You can only use each effect of ""Doomstar Ulka"" once per turn.",MONSTER,[Beast／Effect],WIND,1500,400,0.04,,18815,579839,MP24-EN365C,DUNE-EN028,25TH ANNIVERSARY TIN: DUELING MIRRORS,2023-07-28,C Common,4,Doomstar Ulka,False
Doppelwarrior,"When a monster(s) is Special Summoned from your GY (except during the Damage Step): You can Special Summon this card from your hand. If this card is sent to the GY as Synchro Material: You can Special Summon 2 ""Doppel Tokens"" (Warrior/DARK/Level 1/ATK 400/DEF 400) in Attack Position.",MONSTER,[Warrior／Effect],DARK,800,800,0.63,,9293,627366,RA04-EN147PS,RA04-EN147,QUARTER CENTURY STAMPEDE,2025-04-11,C Common,2,Doppelwarrior,False
Dora Dora,"If this card is Normal Summoned: You can add 1 Level 4 or lower FIRE Dragon monster from your Deck to your hand. You can only use this effect of ""Dora Dora"" once per turn. Once per turn, during your Main Phase: You can excavate the top card of your Deck, and if it is a FIRE Dragon monster, send it to the GY, and if you do, this card gains 1000 ATK for each ""Dora Dora"" you control. Otherwise, place the excavated card on the bottom of your Deck.",MONSTER,[Dragon／Effect],FIRE,400,200,0.18,,20207,651619,MP25-EN219UR,INFO-EN028,2025 MEGA-PACK TIN,2024-07-19,C Common,3,Dora Dora,False
Doshin @Ignister,"If you control an ""@Ignister"" monster: You can Special Summon this card from your hand. You can target 1 Cyberse Link Monster in your GY; return it to the Extra Deck, and if you do, add 1 ""A.I. Love Fusion"" from your Deck to your hand. You can only use each effect of ""Doshin @Ignister"" once per turn.",MONSTER,[Cyberse／Effect],EARTH,100,800,0.21,,14815,207885,IGAS-EN006C,IGAS-EN006,IGNITION ASSAULT,2020-01-31,C Common,1,Doshin @Ignister,False
Dotedotengu,If this card in your possession is sent to your Graveyard by an opponent's card effect: You can target 1 card your opponent controls; return it to the hand.,MONSTER,[Fiend／Effect],WIND,0,800,0.21,,10485,68132,LTGY-EN004C,LTGY-EN004,LORD OF THE TACHYON GALAXY,2013-05-17,C Common,3,Dotedotengu,False
Dotscaper,"If this card is sent to the GY: You can Special Summon this card. If this card is banished: You can Special Summon this card. You can only use 1 ""Dotscaper"" effect per turn, and only once that turn. You can only use each effect of ""Dotscaper"" once per Duel.",MONSTER,[Cyberse／Effect],EARTH,0,2100,0.1975,,13193,599872,CRBR-EN025R,CRBR-EN025,CROSSOVER BREAKERS,2017-11-03,C Common,1,Dotscaper,False
Double Coston,This card can be treated as 2 Tributes for the Tribute Summon of a DARK monster.,MONSTER,[Zombie／Effect],DARK,1700,1650,0.4488,,6040,512397,SBC1-ENG08C,AST-078,ANCIENT SANCTUARY,2004-06-01,C Common,4,Double Coston,False
Double Disruptor Dragon,"You can Tribute this card, then target 2 ""Rokket"" monsters in your GY with different names; Special Summon them in Defense Position. You can banish this card from your GY; add 1 ""Rapid Trigger"" or ""Heavy Interlock"" from your Deck or GY to your hand. You can only use each effect of ""Double Disruptor Dragon"" once per turn.",MONSTER,[Dragon／Effect],DARK,2500,1500,0.27,,16488,252535,BODE-EN002SR,BODE-EN002,BURST OF DESTINY,2021-11-05,SR Super Rare,8,Double Disruptor Dragon,False
Double Fin Shark,"When this card is Normal Summoned: You can target 1 Level 3 or 4 WATER Fish monster in your GY; Special Summon that target in Defense Position, but negate its effects. You cannot Special Summon any monsters during the turn you activate this effect, except WATER monsters.",MONSTER,[Fish／Effect],WATER,1000,1200,0.15,,10849,274798,LED9-EN049R,LED9-EN049,LEGENDARY DUELISTS: DUELS FROM THE DEEP,2022-06-17,R Rare,4,Double Fin Shark,False
Double Iris Magician,"(This card is always treated as a ""Pendulum Dragon"" card.)If this card is destroyed by battle or card effect: You can add 1 ""Pendulumgraph"" card from your Deck to your hand.",MONSTER,[Spellcaster／Pendulum／Effect],DARK,1500,1000,0.55,,12908,134950,PEVO-EN003UR,PEVO-EN003,PENDULUM EVOLUTION,2017-06-23,UR Ultra Rare,4,Double Iris Magician,False
Double Resonator,"If this card is Normal or Special Summoned: You can target 1 face-up monster on the field; that target is treated as a Tuner this turn. You can banish this card from your GY, then target 1 Fiend monster you control; that Fiend monster is treated as a Tuner this turn. You can only use this effect of ""Double Resonator"" once per turn.",MONSTER,[Fiend／Tuner／Effect],FIRE,0,0,0.2,,12930,174910,MP18-EN003C,MACR-EN016,2018 MEGA-TINS MEGA PACK,2017-05-05,C Common,1,Double Resonator,False
Double Shark,When this card is Normal Summoned: You can reduce the Levels of all Level 4 Fish-Type monsters you currently control by 1. This card can make a second attack during each Battle Phase.,MONSTER,[Fish／Effect],WATER,1200,1600,0.22,,10369,67605,CBLZ-EN010C,CBLZ-EN010,COSMO BLAZER,2013-01-25,C Common,4,Double Shark,False
Double-Headed Dino King Rex,"If you control no monsters, you can Special Summon this card (from your hand). You can only Special Summon ""Double-Headed Dino King Rex"" once per turn this way. If this card is Normal or Special Summoned: You can target 1 monster on the field with less ATK than the total ATK of all Dinosaur monsters you control; destroy it. You can only use this effect of ""Double-Headed Dino King Rex"" once per turn.",MONSTER,[Dinosaur／Effect],EARTH,1600,1200,0.1,,18794,579836,MP24-EN362C,DUNE-EN007,25TH ANNIVERSARY TIN: DUELING MIRRORS,2023-07-28,C Common,6,Double-Headed Dino King Rex,False
"Dovelgus, Generaider Boss of Iron","You can only control 1 ""Dovelgus, Generaider Boss of Iron"". (Quick Effect): You can Tribute any number of ""Generaider"" monsters and/or Machine monsters; Special Summon, from your hand, in Defense Position, exactly that many ""Generaider"" monsters and/or Machine monsters, all with different names from each other and from the Tributed monsters. You can only use this effect of ""Dovelgus, Generaider Boss of Iron"" once per turn.",MONSTER,[Machine／Effect],EARTH,1500,2500,0.58,,14772,203872,MYFI-EN029SE,MYFI-EN029,MYSTIC FIGHTERS,2019-11-22,SE Secret Rare,9,"Dovelgus, Generaider Boss of Iron",False
Downerd Magician,"2 Level 4 Spellcaster monstersDuring your Main Phase 2, you can also Xyz Summon this card by using a Rank 3 or lower Xyz Monster you control as material. (Transfer its materials to this card.) This card gains 200 ATK for each material attached to it. If this card attacks a Defense Position monster, inflict piercing battle damage. If this card battles, after damage calculation: Detach 1 material from this card.",MONSTER,[Spellcaster／Xyz／Effect],DARK,2100,200,1.07,,10943,524877,RA01-EN035SR,RA01-EN035,25TH ANNIVERSARY RARITY COLLECTION,2023-11-03,SE Secret Rare,4,Downerd Magician,False
Doyon @Ignister,"If this card is Normal or Special Summoned: You can target 1 ""@Ignister"" monster in your GY; add it to your hand. If this card is sent to the GY as material for the Link Summon of a Cyberse monster: You can target 1 ""A.I."" Spell/Trap in your GY; add it to your hand. You can only use each effect of ""Doyon @Ignister"" once per turn.",MONSTER,[Cyberse／Effect],DARK,400,1600,0.37,,14812,248963,MP21-EN002C,IGAS-EN003,2021 TIN OF ANCIENT BATTLES,2020-01-31,C Common,4,Doyon @Ignister,False
Dr. Frankenderp,"If this card is Normal or Special Summoned: You can pay 500 LP; look at the top card of your Deck, then place it on the bottom of your Deck, OR reveal it and add it to your hand, but skip your next Draw Phase if added to the hand. You can only use this effect of ""Dr. Frankenderp"" once per turn.",MONSTER,[Psychic／Effect],DARK,300,300,0.125,,11985,512329,SBC1-ENE06C,DOCS-EN041,2016 MEGA-TINS MEGA PACK,2015-11-06,C Common,3,Dr. Frankenderp,False
Draco Berserker of the Tenyi,"1 Tuner + 1+ non-Tuner monstersWhen your opponent activates a monster effect (Quick Effect): You can banish it. If this attacking card destroys an Effect Monster by battle and sends it to the GY: This card gains ATK equal to the destroyed monster's original ATK, also it can make a second attack on a monster during this Battle Phase. You can only use each effect of ""Draco Berserker of the Tenyi"" once per turn.",MONSTER,[Wyrm／Synchro／Effect],DARK,3000,0,0.5675,,14662,526994,VASM-EN026R,BLMR-EN074,2020 TIN OF LOST MEMORIES,2019-10-25,PSE Prismatic Secret Rare,8,Draco Berserker of the Tenyi,False
Draconnet,When this card is Normal Summoned: You can Special Summon 1 Level 2 or lower Normal Monster from your hand or Deck in Defense Position.,MONSTER,[Cyberse／Effect],DARK,1400,1200,0.57,,13030,163990,SP18-EN006C,SP18-EN006,STAR PACK: VRAINS,2017-07-21,C Common,3,Draconnet,False
Dracoon Lamp,"Once per turn (Quick Effect): You can discard 1 Wyrm monster; this card gains 1000 DEF until the end of this turn. Once per battle, during damage calculation, if this Attack Position card battles an Attack Position monster (Quick Effect): You can apply each card's DEF for damage calculation.",MONSTER,[Wyrm／Effect],FIRE,500,2000,0.055,,15269,249136,MP21-EN123C,MP21-EN123,2021 TIN OF ANCIENT BATTLES,2020-08-07,C Common,4,Dracoon Lamp,False
Dracotail Arthalion,"1 ""Dracotail"" monster + 1+ monsters in the handIf this card is Fusion Summoned: You can target monsters on the field and/or GYs, up to the number of monsters used as material from the hand; return them to the hand. If 2 or more monsters are sent to the GY at the same time, while this card is in your GY (except during the Damage Step): You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Dracotail Arthalion"" once per turn.",MONSTER,[Dragon／Fusion／Effect],EARTH,3000,2500,20.69,,21359,645213,JUSH-EN006UR,JUSH-EN006,Justice Hunters,2025-08-01,CR COLLECTOR'S RARE,8,Dracotail Arthalion,False
Dracotail Faimena,"During the Main Phase (Quick Effect): You can discard this card; Fusion Summon 1 Dragon or Spellcaster Fusion Monster from your Extra Deck, using monsters from your hand or field. If this card is sent to the GY as material for a Fusion Summon: You can Set 1 ""Dracotail"" Spell/Trap from your Deck. You can only use each effect of ""Dracotail Faimena"" once per turn.",MONSTER,[Spellcaster／Effect],WATER,1300,2500,33.63,,21355,645207,JUSH-EN002UR,JUSH-EN002,Justice Hunters,2025-08-01,CR COLLECTOR'S RARE,5,Dracotail Faimena,False
Dracotail Gulamel,"1 ""Dracotail"" monster + 1 monster in the handWhen you activate a ""Dracotail"" card or effect (Quick Effect): You can target 1 card your opponent controls; destroy it. If 2 or more monsters are sent to the GY at the same time, while this card is in your GY (except during the Damage Step): You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Dracotail Gulamel"" once per turn.",MONSTER,[Spellcaster／Fusion／Effect],WATER,2800,2300,1.845,,21360,645214,JUSH-EN007R,JUSH-EN007,Justice Hunters,2025-08-01,R Rare,7,Dracotail Gulamel,False
Dracotail Lukias,"If this card is Normal or Special Summoned: You can add 1 ""Dracotail"" monster from your Deck to your hand, except ""Dracotail Lukias"". If this card is sent to the GY as material for a Fusion Summon: You can Set 1 ""Dracotail"" Spell/Trap from your Deck. You can only use each effect of ""Dracotail Lukias"" once per turn.",MONSTER,[Spellcaster／Effect],EARTH,1800,700,21.1767,,21354,645205,JUSH-EN001UR,JUSH-EN001,Justice Hunters,2025-08-01,CR COLLECTOR'S RARE,4,Dracotail Lukias,False
Dracotail Mululu,"During the Main Phase (Quick Effect): You can Fusion Summon 1 ""Dracotail"" Fusion Monster from your Extra Deck, using monsters from your hand or field, also you cannot Special Summon from the Extra Deck for the rest of this turn, except Fusion Monsters. If this card is sent to the GY as material for a Fusion Summon: You can Set 1 ""Dracotail"" Spell/Trap from your Deck, then you can negate the effects of 1 face-up monster your opponent controls. You can only use each effect of ""Dracotail Mululu"" once per turn.",MONSTER,[Dragon／Effect],DARK,1100,1500,31.22,,21358,645212,JUSH-EN005UR,JUSH-EN005,Justice Hunters,2025-08-01,CR COLLECTOR'S RARE,3,Dracotail Mululu,False
Dracotail Pan,"If this card is sent to the GY as material for a Fusion Summon: You can Set 1 ""Dracotail"" Spell/Trap from your Deck, then you can destroy 1 monster on the field. If a face-up Fusion Monster(s) you control is destroyed by an opponent's card effect, while this card is in your GY (except during the Damage Step): You can place this card on the bottom of your Deck, and if you do, Special Summon 1 non-Fusion ""Dracotail"" monster from your GY. You can only use each effect of ""Dracotail Pan"" once per turn.",MONSTER,[Dragon／Effect],WIND,2700,1700,0.215,,21356,645209,JUSH-EN003R,JUSH-EN003,Justice Hunters,2025-08-01,R Rare,7,Dracotail Pan,False
Dracotail Urgula,"If this card is sent to the GY as material for a Fusion Summon: You can Set 1 ""Dracotail"" Spell/Trap from your Deck, then you can destroy 1 Spell/Trap on the field. If this card is in your GY: You can target 1 Spellcaster ""Dracotail"" monster in your GY; place this card on the bottom of your Deck, and if you do, add that monster to your hand. You can only use each effect of ""Dracotail Urgula"" once per turn.",MONSTER,[Dragon／Effect],FIRE,2400,1000,0.24,,21357,645211,JUSH-EN004R,JUSH-EN004,Justice Hunters,2025-08-01,R Rare,6,Dracotail Urgula,False
Dragard,"When this card is Normal Summoned: You can target 1 Normal Monster with 1000 or less ATK in your Graveyard; Special Summon that target in face-up Defense Position. Once per turn: You can Tribute 1 Dragon-Type monster, then target 1 face-up monster you control; until the End Phase, its Level becomes 8, and if it does, it gains 800 ATK.",MONSTER,[Dragon／Effect],DARK,1300,1900,0.36,,10114,72380,SHSP-EN092SR,SHSP-EN092,SHADOW SPECTERS,2013-11-08,SR Super Rare,4,Dragard,False
"Draghig, Malebranche of the Burning Abyss","If you control a monster that is not a ""Burning Abyss"" monster, destroy this card. You can only use 1 of these effects of ""Draghig, Malebranche of the Burning Abyss"" per turn, and only once that turn.●If you control no Spell/Trap Cards: You can Special Summon this card from your hand.●If this card is sent to the Graveyard: You can choose 1 ""Burning Abyss"" card from your Deck and place it on top of your Deck.",MONSTER,[Fiend／Effect],DARK,1100,900,0.29,,11772,115838,PGL3-EN053GR,CROS-EN082,CROSSED SOULS,2015-05-15,GR Gold Rare,3,"Draghig, Malebranche of the Burning Abyss",False
Dragocytos Corrupted Nethersoul Dragon,"1 DARK Tuner + 1 non-Tuner Dragon-Type monsterCannot be destroyed by battle. When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can activate this effect; this card can make a second attack on an opponent's monster in a row. During your Standby Phase: You can target 1 face-up monster your opponent controls; its ATK becomes half its current ATK, and if it does, inflict damage to your opponent equal to that lost ATK.",MONSTER,[Dragon／Synchro／Effect],DARK,4000,2000,0.65,,11650,96977,PGL2-EN014GSE,PGL2-EN014,PREMIUM GOLD: RETURN OF THE BLING,2015-03-20,GSE Gold Secret,10,Dragocytos Corrupted Nethersoul Dragon,False
