name,description,type,sub_type,attribute,attack,defense,price,volatility,rank,set_id,Unnamed: 0,rarity,set_name,set_release,name_official,index,index_market,join_id,set_release_parsed,Decks
Electrode Beast Anion,"If this card is Normal Summoned: You can make this card Level 4, then you can add 1 ""Spirit Converter"" from your Deck or GY to your hand. You can target 1 other card you control; send both it and this card to the GY, and if you do, draw 1 card. You can only use each effect of ""Electrode Beast Anion"" once per turn.",MONSTER,[Thunder／Effect],LIGHT,300.0,100.0,,,,['BLTR-EN033'],11476,UR Ultra Rare,BATTLES OF LEGEND: TERMINAL REVENGE,2024-06-21,Electrode Beast Anion,19747,554886,BLTR-EN033UR,2024-06-21,['BLTR-EN033 (BATTLES OF LEGEND: TERMINAL REVENGE)']
Electrode Beast Cation,"If this card is Normal Summoned: You can add 1 ""Electrode Beast Anion"" from your Deck or GY to your hand, then immediately after this effect resolves, you can Normal Summon 1 Level 4 or lower Thunder monster, also you cannot Special Summon from the Extra Deck for the rest of this turn, except LIGHT Xyz Monsters. You can target 1 other Thunder monster you control that has a Level; this card's Level becomes that monster's until the end of this turn. You can only use each effect of ""Electrode Beast Cation"" once per turn.",MONSTER,[Thunder／Effect],LIGHT,300.0,100.0,,,,['BLTR-EN032'],11477,UR Ultra Rare,BATTLES OF LEGEND: TERMINAL REVENGE,2024-06-21,Electrode Beast Cation,19746,554885,BLTR-EN032UR,2024-06-21,['BLTR-EN032 (BATTLES OF LEGEND: TERMINAL REVENGE)']
Electromagnetic Bagworm,FLIP: Target 1 Machine-Type monster your opponent controls; take control of that target until your next End Phase.If this card is destroyed by battle: The monster that destroyed it loses 500 ATK and DEF.,MONSTER,[Insect／Flip／Effect],LIGHT,200.0,1400.0,,,,"['BP03-EN100', 'BP03-EN100', 'ABYR-EN090']",11478,C Common,BATTLE PACK 3 MONSTER LEAGUE,2014-08-01,Electromagnetic Bagworm,5040,91880,BP03-EN100C,2014-08-01,"['BP03-EN100 (BATTLE PACK 3 MONSTER LEAGUE)', 'BP03-EN100 (ABYSS RISING)']"
Electromagnetic Turtle,"During your opponent's Battle Phase (Quick Effect): You can banish this card from your GY; end the Battle Phase. You can only use this effect of ""Electromagnetic Turtle"" once per Duel.",MONSTER,[Machine／Effect],LIGHT,0.0,1800.0,,,,"['EGS1-EN013', 'SDSH-EN019', 'YGLD-ENA00', 'YGLD-ENA00']",11482,C Common,EGYPTIAN GOD DECK: SLIFER THE SKY DRAGON,2021-06-18,Electromagnetic Turtle,11120,241920,EGS1-EN013C,2021-06-18,"['EGS1-EN013 (EGYPTIAN GOD DECK: SLIFER THE SKY DRAGON)', 'SDSH-EN019 (STRUCTURE DECK: SHADDOLL SHOWDOWN)', ""YGLD-ENA00 (YUGI'S LEGENDARY DECKS)""]"
Elegy the Melodious Diva,"Special Summoned ""Melodious"" monsters you control cannot be destroyed by card effects. If this card was Special Summoned, all Fairy-Type monsters you control gain 300 ATK.",MONSTER,[Fairy／Effect],LIGHT,2000.0,1200.0,,,,"['MP15-EN130', 'NECH-EN006']",11502,C Common,2015 MEGA-TINS MEGA PACK,2015-09-18,Elegy the Melodious Diva,11338,105282,MP15-EN130C,2015-09-18,"['MP15-EN130 (2015 MEGA-TINS MEGA PACK)', 'NECH-EN006 (THE NEW CHALLENGERS)']"
Element Doom,"This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field:●EARTH: Negate the effect of an Effect Monster that this card destroyed by battle.●WIND: If this card destroyed your opponent's monster by battle, it can attack once again in a row.",MONSTER,[Fiend／Effect],DARK,1500.0,1200.0,,,,"['DR3-EN131', 'FET-EN011']",11504,C Common,DARK REVELATION Volume 3,2006-11-25,Element Doom,6241,25926,DR3-EN131C,2006-11-25,"['DR3-EN131 (DARK REVELATION Volume 3)', 'FET-EN011 (FLAMING ETERNITY)']"
Element Dragon,"This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field:●FIRE: This card gains 500 ATK.●WIND: If this card destroyed your opponent's monster by battle, it can attack once again in a row.",MONSTER,[Dragon／Effect],LIGHT,1500.0,1200.0,,,,"['DR3-EN023', 'SD1-EN008', 'SOD-EN023']",11506,C Common,DARK REVELATION Volume 3,2006-11-25,Element Dragon,6115,25818,DR3-EN023C,2006-11-25,"['DR3-EN023 (DARK REVELATION Volume 3)', ""SD1-EN008 (STRUCTURE DECK DRAGON'S ROAR)"", 'SOD-EN023 (SOUL OF THE DUELIST)']"
Element Magician,"This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field:●WATER: Control of this card cannot switch.●WIND: If this card destroyed your opponent's monster by battle, it can attack once again in a row.",MONSTER,[Spellcaster／Effect],LIGHT,1500.0,1200.0,,,,"['DR3-EN073', 'RDS-EN013']",11509,C Common,DARK REVELATION Volume 3,2006-11-25,Element Magician,6182,25868,DR3-EN073C,2006-11-25,"['DR3-EN073 (DARK REVELATION Volume 3)', 'RDS-EN013 (RISE OF DESTINY)']"
Element Saurus,Gains the following effect(s) while there is a monster(s) with the following Attribute(s) on the field.●FIRE: This card gains 500 ATK.●EARTH: Negate the effects of Effect Monsters destroyed by battle with this card.,MONSTER,[Dinosaur／Effect],DARK,1500.0,1200.0,,,,"['SS03-ENA14', 'DR3-EN074', 'RDS-EN014']",11511,C Common,SPEED DUEL STARTER DECKS: ULTIMATE PREDATORS,2019-08-02,Element Saurus,6183,196252,SS03-ENA14C,2019-08-02,"['SS03-ENA14 (SPEED DUEL STARTER DECKS: ULTIMATE PREDATORS)', 'DR3-EN074 (DARK REVELATION Volume 3)', 'RDS-EN014 (RISE OF DESTINY)']"
Element Soldier,This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field:●WATER: Control of this card cannot switch.●EARTH: Negate the effect of an Effect Monster that this card destroyed by battle.,MONSTER,[Fiend／Effect],DARK,1500.0,1200.0,,,,"['DR3-EN024', 'SOD-EN024']",11514,C Common,DARK REVELATION Volume 3,2006-11-25,Element Soldier,6116,25819,DR3-EN024C,2006-11-25,"['DR3-EN024 (DARK REVELATION Volume 3)', 'SOD-EN024 (SOUL OF THE DUELIST)']"
Element Valkyrie,"(This card is not treated as a ""Valkyrie"" card.)This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field:●FIRE: This card gains 500 ATK.●WATER: Control of this card cannot switch.",MONSTER,[Fairy／Effect],LIGHT,1500.0,1200.0,,,,"['DR3-EN130', 'FET-EN010']",11516,C Common,DARK REVELATION Volume 3,2006-11-25,Element Valkyrie,6240,25925,DR3-EN130C,2006-11-25,"['DR3-EN130 (DARK REVELATION Volume 3)', 'FET-EN010 (FLAMING ETERNITY)']"
Elemental Grace Doriado,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by having 6 or more monsters with different Attributes in the GYs. Gains ATK/DEF equal to the number of different Attributes in the GYs x 500. When your opponent would Special Summon a monster(s) (Quick Effect): You can banish 3 monsters from your GY; negate the Summon, and if you do, destroy that monster(s).",MONSTER,[Spellcaster／Effect],LIGHT,0.0,0.0,,,,"['MP18-EN128', 'CIBR-EN039']",11523,R Rare,2018 MEGA-TINS MEGA PACK,2018-08-31,Elemental Grace Doriado,13255,174890,MP18-EN128R,2018-08-31,"['MP18-EN128 (2018 MEGA-TINS MEGA PACK)', 'CIBR-EN039 (CIRCUIT BREAK)']"
Elemental HERO Absolute Zero,"1 ""HERO"" monster + 1 WATER monsterMust be Fusion Summoned. Gains 500 ATK for each WATER monster on the field, except ""Elemental HERO Absolute Zero"". If this card leaves the field: Destroy all monsters your opponent controls.",MONSTER,[Warrior／Fusion／Effect],WATER,2500.0,2000.0,,,,"['RA03-EN231', 'RA03-EN231', 'BLC1-EN004', 'BLHR-EN065', 'OP05-EN023', 'GENF-ENSE1']",11525,PS Platinum Secret Rare,QUARTER CENTURY BONANZA,2024-11-07,Elemental HERO Absolute Zero,8129,593070,RA03-EN231PS,2024-11-07,"['RA03-EN231 (QUARTER CENTURY BONANZA)', 'RA03-EN231 (BATTLES OF LEGEND - CHAPTER 1)', ""BLC1-EN004 (BATTLES OF LEGEND: HERO'S REVENGE)"", 'BLHR-EN065 (OTS TOURNAMENT PACK 5)', 'OP05-EN023 (GENERATION FORCE SPECIAL EDITION)']"
Elemental HERO Aqua Neos,"""Elemental HERO Neos"" + ""Neo-Spacian Aqua Dolphin""Must first be Special Summoned (from your Extra Deck) by shuffling the above cards you control into the Deck. Once per turn: You can discard 1 card; destroy 1 random card in your opponent's hand. Once per turn, during the End Phase: Return this card to the Extra Deck.",MONSTER,[Warrior／Fusion／Effect],WATER,2500.0,2000.0,,,,"['SGX4-ENA21', 'LCGX-EN057']",11534,C Common,SPEED DUEL GX: MIDTERM DESTRUCTION,2024-03-29,Elemental HERO Aqua Neos,6766,543753,SGX4-ENA21C,2024-03-29,"['SGX4-ENA21 (SPEED DUEL GX: MIDTERM DESTRUCTION)', 'LCGX-EN057 (LEGENDARY COLLECTION 2 THE DUEL ACADEMY YEARS MEGA PACK)']"
Elemental HERO Avian,"A winged Elemental HERO who wheels through the sky and manipulates the wind. His signature move, Featherbreak, gives villainy a blow from sky-high.",MONSTER,[Warrior／Normal],WIND,1000.0,1000.0,,,,"['SGX3-ENA02', 'SGX2-ENA01', 'SGX1-ENA01', 'SDHS-EN006', 'RYMP-EN001', 'LCGX-EN001', 'LCGX-EN002', 'YSDJ-EN005']",11539,C Common,SPEED DUEL GX: DUELISTS OF SHADOWS,2023-03-31,Elemental HERO Avian,6310,489362,SGX3-ENA02C,2023-03-31,"['SGX3-ENA02 (SPEED DUEL GX: DUELISTS OF SHADOWS)', 'SGX2-ENA01 (SPEED DUEL GX: MIDTERM PARADOX)', 'SGX1-ENA01 (SPEED DUEL GX: DUEL ACADEMY BOX)', 'SDHS-EN006 (HERO STRIKE STRUCTURE DECK)', 'RYMP-EN001 (RA YELLOW MEGA PACK)', 'LCGX-EN001 (LEGENDARY COLLECTION 2 THE DUEL ACADEMY YEARS MEGA PACK)', 'LCGX-EN002 (STARTER DECK JADEN YUKI)']"
Elemental HERO Bladedge,"If this card attacks a Defense Position monster, inflict piercing battle damage.",MONSTER,[Warrior／Effect],EARTH,2600.0,1800.0,,,,"['SGX2-ENA09', 'SGX1-ENA09', 'SDHS-EN009', 'LCGX-EN013', 'YSDJ-EN018']",11551,C Common,SPEED DUEL GX: MIDTERM PARADOX,2022-10-10,Elemental HERO Bladedge,6477,287769,SGX2-ENA09C,2022-10-10,"['SGX2-ENA09 (SPEED DUEL GX: MIDTERM PARADOX)', 'SGX1-ENA09 (SPEED DUEL GX: DUEL ACADEMY BOX)', 'SDHS-EN009 (HERO STRIKE STRUCTURE DECK)', 'LCGX-EN013 (LEGENDARY COLLECTION 2 THE DUEL ACADEMY YEARS MEGA PACK)', 'YSDJ-EN018 (STARTER DECK JADEN YUKI)']"
Elemental HERO Blazeman,"If this card is Normal or Special Summoned: You can add 1 ""Polymerization"" from your Deck to your hand. During your Main Phase: You can activate this effect; you cannot Special Summon monsters for the rest of this turn, except Fusion Monsters, also send 1 ""Elemental HERO"" monster from your Deck to the GY, except ""Elemental HERO Blazeman"", and if you do, this card's Attribute and ATK/DEF become the same as the monster sent to the GY, until the end of this turn. You can only use 1 ""Elemental HERO Blazeman"" effect per turn, and only once that turn.",MONSTER,[Warrior／Effect],FIRE,1200.0,1800.0,,,,"['STP6-EN009', 'SGX2-ENA11', 'LEHD-ENA16']",11561,SR Super Rare,SPEED DUEL TOURNAMENT PACK 6,2023-09-06,Elemental HERO Blazeman,11419,515445,STP6-EN009SR,2023-09-06,"['STP6-EN009 (SPEED DUEL TOURNAMENT PACK 6)', 'SGX2-ENA11 (SPEED DUEL GX: MIDTERM PARADOX)', 'LEHD-ENA16 (LEGENDARY HERO DECKS)']"
Elemental HERO Brave Neos,"""Elemental HERO Neos"" + 1 Level 4 or lower Effect MonsterMust be Fusion Summoned. Gains 100 ATK for each ""Neo-Spacian"" and ""HERO"" monster in your GY. When this card destroys an opponent's monster by battle: You can add 1 Spell/Trap from your Deck to your hand that mentions ""Elemental HERO Neos"".",MONSTER,[Warrior／Fusion／Effect],LIGHT,2500.0,2000.0,,,,"['SGX4-ENA26', 'SAST-EN035']",11564,C Common,SPEED DUEL GX: MIDTERM DESTRUCTION,2024-03-29,Elemental HERO Brave Neos,14112,543758,SGX4-ENA26C,2024-03-29,"['SGX4-ENA26 (SPEED DUEL GX: MIDTERM DESTRUCTION)', 'SAST-EN035 (SAVAGE STRIKE)']"
Elemental HERO Bubbleman,"If this is the only card in your hand, you can Special Summon it (from your hand). When this card is Summoned: You can draw 2 cards. You must control no other cards and have no cards in your hand to activate and to resolve this effect.",MONSTER,[Warrior／Effect],WATER,800.0,1200.0,,,,"['SGX2-ENA08', 'SGX2-ENA08', 'SGX1-ENA08', 'SDHS-EN012', 'LCGX-EN012', 'YSDJ-EN017']",11566,C Common,SPEED DUEL GX: MIDTERM PARADOX,2022-10-10,Elemental HERO Bubbleman,6393,287766,SGX2-ENA08C,2022-10-10,"['SGX2-ENA08 (SPEED DUEL GX: MIDTERM PARADOX)', 'SGX2-ENA08 (SPEED DUEL GX: DUEL ACADEMY BOX)', 'SGX1-ENA08 (HERO STRIKE STRUCTURE DECK)', 'SDHS-EN012 (LEGENDARY COLLECTION 2 THE DUEL ACADEMY YEARS MEGA PACK)', 'LCGX-EN012 (STARTER DECK JADEN YUKI)']"
Elemental HERO Burstinatrix,A flame manipulator who was the first Elemental HERO woman. Her Burstfire burns away villainy.,MONSTER,[Warrior／Normal],FIRE,1200.0,800.0,,,,"['SGX3-ENA03', 'SGX2-ENA02', 'SGX1-ENA02', 'RYMP-EN002', 'LCGX-EN003', 'LCGX-EN004', 'YSDJ-EN006']",11576,C Common,SPEED DUEL GX: DUELISTS OF SHADOWS,2023-03-31,Elemental HERO Burstinatrix,6311,489363,SGX3-ENA03C,2023-03-31,"['SGX3-ENA03 (SPEED DUEL GX: DUELISTS OF SHADOWS)', 'SGX2-ENA02 (SPEED DUEL GX: MIDTERM PARADOX)', 'SGX1-ENA02 (SPEED DUEL GX: DUEL ACADEMY BOX)', 'RYMP-EN002 (RA YELLOW MEGA PACK)', 'LCGX-EN003 (LEGENDARY COLLECTION 2 THE DUEL ACADEMY YEARS MEGA PACK)', 'LCGX-EN004 (STARTER DECK JADEN YUKI)']"
Elemental HERO Captain Gold,"You can discard this card to the Graveyard; add 1 ""Skyscraper"" from your Deck to your hand. If ""Skyscraper"" is not face-up on the field, destroy this card.",MONSTER,[Warrior／Effect],LIGHT,2100.0,800.0,,,,['LCGX-EN026'],11589,C Common,LEGENDARY COLLECTION 2 THE DUEL ACADEMY YEARS MEGA PACK,2011-10-04,Elemental HERO Captain Gold,7105,56805,LCGX-EN026C,2011-10-04,['LCGX-EN026 (LEGENDARY COLLECTION 2 THE DUEL ACADEMY YEARS MEGA PACK)']
Elemental HERO Chaos Neos,"""Elemental HERO Neos"" + ""Neo-Spacian Dark Panther"" + ""Neo-Spacian Glow Moss""Must first be Special Summoned (from your Extra Deck) by shuffling the above cards you control into the Deck. Once per turn, during the End Phase: Shuffle this card into the Extra Deck, and if you do, Set all face-up monsters on the field. Once per turn, during your Main Phase 1: You can toss a coin 3 times.��3 Heads: Destroy all monsters your opponent controls.��2 Heads: For the rest of this turn, the effects of all face-up monsters your opponent controls are negated.��1 Head: Return all monsters you control to the hand.",MONSTER,[Warrior／Fusion／Effect],DARK,3000.0,2500.0,,,,"['BLC1-EN140', 'BLAR-EN055', 'SHVA-EN035', 'LCGX-EN065']",11593,C Common,BATTLES OF LEGEND - CHAPTER 1,2024-02-23,Elemental HERO Chaos Neos,7275,538612,BLC1-EN140C,2024-02-23,"['BLC1-EN140 (BATTLES OF LEGEND - CHAPTER 1)', 'BLAR-EN055 (BATTLES OF LEGEND: ARMAGEDDON)', 'SHVA-EN035 (SHADOWS IN VALHALLA)', 'LCGX-EN065 (LEGENDARY COLLECTION 2 THE DUEL ACADEMY YEARS MEGA PACK)']"
Elemental HERO Clayman,An Elemental HERO with a clay body built-to-last. He'll preserve his Elemental HERO colleagues at any cost.,MONSTER,[Warrior／Normal],EARTH,800.0,2000.0,,,,"['SGX3-ENA04', 'SGX2-ENA03', 'SGX1-ENA03', 'LCGX-EN005', 'YSDJ-EN007']",11598,C Common,SPEED DUEL GX: DUELISTS OF SHADOWS,2023-03-31,Elemental HERO Clayman,6312,489364,SGX3-ENA04C,2023-03-31,"['SGX3-ENA04 (SPEED DUEL GX: DUELISTS OF SHADOWS)', 'SGX2-ENA03 (SPEED DUEL GX: MIDTERM PARADOX)', 'SGX1-ENA03 (SPEED DUEL GX: DUEL ACADEMY BOX)', 'LCGX-EN005 (LEGENDARY COLLECTION 2 THE DUEL ACADEMY YEARS MEGA PACK)', 'YSDJ-EN007 (STARTER DECK JADEN YUKI)']"
Elemental HERO Core,"3 ""Elemental HERO"" monstersMust be Fusion Summoned and cannot be Special Summoned by other ways. Once per turn, when this card is targeted for an attack: You can make this card's ATK become double its current ATK until the end of the Damage Step. At the end of the Battle Phase, if this card battled: You can target 1 monster on the field; destroy it. When this card is destroyed by battle or card effect: You can target 1 Level 8 or lower ""Elemental HERO"" Fusion Monster in your Graveyard; Special Summon it, ignoring its Summoning conditions.",MONSTER,[Warrior／Fusion／Effect],EARTH,2700.0,2200.0,,,,"['SHVI-ENSE2', 'JUMP-EN071']",11607,SR Super Rare,SHINING VICTORIES SPECIAL EDITION,2016-06-17,Elemental HERO Core,11314,119257,SHVI-ENSE2SR,2016-06-17,"['SHVI-ENSE2 (SHINING VICTORIES SPECIAL EDITION)', 'JUMP-EN071 (SHONEN JUMP membership Promotional Card - February 2015 -)']"
Elemental HERO Cosmo Neos,"""Elemental HERO Neos"" + 3 ""Neo-Spacian"" monsters with different AttributesMust first be Special Summoned (from your Extra Deck) by shuffling the above cards you control into the Deck. (You do not use ""Polymerization"".) If this card is Special Summoned from the Extra Deck: You can activate this effect; for the rest of this turn, your opponent cannot activate cards, also cards your opponent controls cannot activate their effects. Your opponent cannot activate cards or effects in response to this effect's activation. Once per turn, during the End Phase: Shuffle this card into the Extra Deck, and if you do, destroy all cards your opponent controls.",MONSTER,[Warrior／Fusion／Effect],LIGHT,3500.0,3000.0,,,,['SAST-EN036'],11609,SR Super Rare,SAVAGE STRIKE,2019-02-01,Elemental HERO Cosmo Neos,14113,184142,SAST-EN036SR,2019-02-01,['SAST-EN036 (SAVAGE STRIKE)']
Elemental HERO Dark Neos,"""Elemental HERO Neos"" + ""Neo-Spacian Dark Panther""Must first be Special Summoned (from your Extra Deck) by shuffling the above cards you control into the Deck. You can target 1 face-up Effect Monster on the field; negate its effects while you control this face-up card. (You can only target 1 monster at a time with this effect.) Once per turn, during the End Phase: Return this card to the Extra Deck.",MONSTER,[Warrior／Fusion／Effect],DARK,2500.0,2000.0,,,,"['SGX4-ENA23', 'LCGX-EN059']",11610,C Common,SPEED DUEL GX: MIDTERM DESTRUCTION,2024-03-29,Elemental HERO Dark Neos,6765,543755,SGX4-ENA23C,2024-03-29,"['SGX4-ENA23 (SPEED DUEL GX: MIDTERM DESTRUCTION)', 'LCGX-EN059 (LEGENDARY COLLECTION 2 THE DUEL ACADEMY YEARS MEGA PACK)']"
Elemental HERO Darkbright,"""Elemental HERO Sparkman"" + ""Elemental HERO Necroshade""Must be Fusion Summoned. If this card attacks a Defense Position monster, inflict piercing battle damage. If this card attacks, change it to Defense Position at the end of the Damage Step. If this card is destroyed: Target 1 monster your opponent controls; destroy that target.",MONSTER,[Warrior／Fusion／Effect],DARK,2000.0,1000.0,,,,"['SGX1-ENA25', 'LCGX-EN063']",11615,C Common,SPEED DUEL GX: DUEL ACADEMY BOX,2022-03-18,Elemental HERO Darkbright,7176,266086,SGX1-ENA25C,2022-03-18,"['SGX1-ENA25 (SPEED DUEL GX: DUEL ACADEMY BOX)', 'LCGX-EN063 (LEGENDARY COLLECTION 2 THE DUEL ACADEMY YEARS MEGA PACK)']"
Elemental HERO Divine Neos,"Must be Fusion Summoned using any 5 ""Neos"", ""Neo Space"", ""Neo-Spacian"", or ""HERO"" monsters, including at least 1 ""Neos"" or ""Neo Space"" monster, 1 ""Neo-Spacian"" monster, and 1 ""HERO"" monster, and cannot be Special Summoned by other ways. Once per turn: You can banish 1 ""Neos"", ""Neo Space"", ""Neo-Spacian"", or ""HERO"" monster from your Graveyard; this card gains 500 ATK, and until the End Phase it also gains the banished monster's effects.",MONSTER,[Warrior／Fusion／Effect],LIGHT,2500.0,2500.0,,,,"['RYMP-EN020', 'LCGX-EN077']",11619,C Common,RA YELLOW MEGA PACK,2012-02-21,Elemental HERO Divine Neos,7806,57961,RYMP-EN020C,2012-02-21,"['RYMP-EN020 (RA YELLOW MEGA PACK)', 'LCGX-EN077 (LEGENDARY COLLECTION 2 THE DUEL ACADEMY YEARS MEGA PACK)']"
Elemental HERO Electrum,"""Elemental HERO Avian"" + ""Elemental HERO Burstinatrix"" + ""Elemental HERO Clayman"" + ""Elemental HERO Bubbleman""Must be Fusion Summoned and cannot be Special Summoned by other ways. While face-up on the field, this card is also WIND, WATER, FIRE, and EARTH-Attribute. When this card is Fusion Summoned: Shuffle all banished cards into the Deck(s). This card gains 300 ATK for each monster your opponent controls that shares an Attribute with this card.",MONSTER,[Warrior／Fusion／Effect],LIGHT,2900.0,2600.0,,,,"['SGX2-ENA22', 'RYMP-EN017', 'LCGX-EN052']",11622,C Common,SPEED DUEL GX: MIDTERM PARADOX,2022-10-10,Elemental HERO Electrum,6639,287783,SGX2-ENA22C,2022-10-10,"['SGX2-ENA22 (SPEED DUEL GX: MIDTERM PARADOX)', 'RYMP-EN017 (RA YELLOW MEGA PACK)', 'LCGX-EN052 (LEGENDARY COLLECTION 2 THE DUEL ACADEMY YEARS MEGA PACK)']"
