Unnamed: 0,name,description,set_id,rarity,price,volatility,type,sub_type,attribute,rank,attack,defense,set_name,set_release,name_official,index,index_market,join_id,set_release_parsed
3092,Big Welcome Labrynth,"Special Summon 1 ""Labrynth"" monster from your hand, Deck, or GY, then return 1 monster you control to the hand. You can banish this card from your GY, then target 1 Fiend monster you control, or, if you control a Level 8 or higher Fiend monster, you can target 1 card your opponent controls instead; return that card to the hand. You can only use 1 ""Big Welcome Labrynth"" effect per turn, and only once that turn.",OP23-EN003,UL Ultimate Rare,,,TRAP,,,,,,OTS TOURNAMENT PACK 23,2023-10-26,Big Welcome Labrynth,18222,524325,OP23-EN003UL,2023-10-26
3093,Big Welcome Labrynth,"Special Summon 1 ""Labrynth"" monster from your hand, Deck, or GY, then return 1 monster you control to the hand. You can banish this card from your GY, then target 1 Fiend monster you control, or, if you control a Level 8 or higher Fiend monster, you can target 1 card your opponent controls instead; return that card to the hand. You can only use 1 ""Big Welcome Labrynth"" effect per turn, and only once that turn.",PHHY-EN077,UR Ultra Rare,,,TRAP,,,,,,PHOTON HYPERNOVA,2023-02-10,Big Welcome Labrynth,18222,480354,PHHY-EN077UR,2023-02-10
3094,Big Whale,When this card is Tribute Summoned: You can Tribute this card; Special Summon 3 Level 3 WATER monsters from your Deck. Their effects are negated.,LTGY-EN008,R Rare,,,MONSTER,[Fish／Effect],WATER,,1000.0,3000.0,LORD OF THE TACHYON GALAXY,2013-05-17,Big Whale,10489,68117,LTGY-EN008R,2013-05-17
3095,BIG Win!?,"Declare a Level between 1 and 12; each player tosses a coin, and if both are Heads, the Levels of all face-up monsters you currently control become the declared Level. If both are tails, you lose Life Points equal to the declared Level x 500.",SHSP-EN080,C Common,,,TRAP,,,,,,SHADOW SPECTERS,2013-11-08,BIG Win!?,10811,72413,SHSP-EN080C,2013-11-08
3096,Big-Tusked Mammoth,Monsters your opponent controls cannot attack the turn they are Summoned.,SGX4-END08,C Common,,,MONSTER,[Beast／Effect],EARTH,,2000.0,1000.0,SPEED DUEL GX: MIDTERM DESTRUCTION,2024-03-29,Big-Tusked Mammoth,6245,543807,SGX4-END08C,2024-03-29
3097,Big-Tusked Mammoth,Monsters your opponent controls cannot attack the turn they are Summoned.,BPW2-EN013,SR Super Rare,,,MONSTER,[Beast／Effect],EARTH,,2000.0,1000.0,BATTLE PACK 2 WAR OF THE GIANTS ROUND 2,2014-01-17,Big-Tusked Mammoth,6245,78869,BPW2-EN013SR,2014-01-17
3098,Big-Tusked Mammoth,Monsters your opponent controls cannot attack the turn they are Summoned.,DR3-EN135,R Rare,,,MONSTER,[Beast／Effect],EARTH,,2000.0,1000.0,DARK REVELATION Volume 3,2006-11-25,Big-Tusked Mammoth,6245,25930,DR3-EN135R,2006-11-25
3099,Big-Tusked Mammoth,Monsters your opponent controls cannot attack the turn they are Summoned.,FET-EN015,R Rare,,,MONSTER,[Beast／Effect],EARTH,,2000.0,1000.0,FLAMING ETERNITY,2005-03-01,Big-Tusked Mammoth,6245,23491,FET-EN015R,2005-03-01
3100,Big-Tusked Mammoth,Monsters your opponent controls cannot attack the turn they are Summoned.,FET-EN015,UL Ultimate Rare,,,MONSTER,[Beast／Effect],EARTH,,2000.0,1000.0,FLAMING ETERNITY,2005-03-01,Big-Tusked Mammoth,6245,58767,FET-EN015UL,2005-03-01
3101,Big-Winged Berfomet,"If this card is Normal or Special Summoned: You can add 1 Level 4 Beast monster and/or 1 ""Chimera Fusion"" from your Deck to your hand, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Fusion Monsters. If this card is sent to the GY as material for a Fusion Summon: You can target 1 Illusion monster in your GY; Special Summon it. You can only use each effect of ""Big-Winged Berfomet"" once per turn.",MP24-EN092,PSE Prismatic Secret Rare,,,MONSTER,[Fiend／Effect],DARK,,1400.0,1800.0,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,Big-Winged Berfomet,18791,579566,MP24-EN092PSE,2024-09-20
3102,Big-Winged Berfomet,"If this card is Normal or Special Summoned: You can add 1 Level 4 Beast monster and/or 1 ""Chimera Fusion"" from your Deck to your hand, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Fusion Monsters. If this card is sent to the GY as material for a Fusion Summon: You can target 1 Illusion monster in your GY; Special Summon it. You can only use each effect of ""Big-Winged Berfomet"" once per turn.",DUNE-EN004,SR Super Rare,,,MONSTER,[Fiend／Effect],DARK,,1400.0,1800.0,DUELIST NEXUS,2023-07-28,Big-Winged Berfomet,18791,504719,DUNE-EN004SR,2023-07-28
3103,Binary Blader,"2 Normal MonstersThis card gains these effects based on the number of monsters co-linked to this card.●1+: When this card declares an attack on an opponent's monster: You can activate this effect; this card can make a second attack during each Battle Phase this turn, also if this card battles an opponent's monster this turn, that opponent's monster cannot be destroyed by that battle.●2: After damage calculation, if this card battled an opponent's monster: You can banish that opponent's monster.",MP22-EN113,SR Super Rare,,,MONSTER,[Cyberse／Link／Effect],EARTH,,1800.0,,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,Binary Blader,14743,285110,MP22-EN113SR,2022-09-16
3104,Binary Blader,"2 Normal MonstersThis card gains these effects based on the number of monsters co-linked to this card.●1+: When this card declares an attack on an opponent's monster: You can activate this effect; this card can make a second attack during each Battle Phase this turn, also if this card battles an opponent's monster this turn, that opponent's monster cannot be destroyed by that battle.●2: After damage calculation, if this card battled an opponent's monster: You can banish that opponent's monster.",LIOV-EN096,C Common,,,MONSTER,[Cyberse／Link／Effect],EARTH,,1800.0,,LIGHTNING OVERDRIVE,2021-06-04,Binary Blader,14743,239582,LIOV-EN096C,2021-06-04
3105,Binary Sorceress,"2 monsters, except TokensGains these effects based on the number of monsters co-linked to this card.●1+: When a monster co-linked to this card battles your opponent's monster and inflicts battle damage to them: You can gain that much LP.●2: Once per turn (Quick Effect): You can target 2 face-up monsters you control; until the end of this turn, halve the ATK of 1 monster, and if you do, add that lost ATK to the other monster.",CRBR-EN059,R Rare,,,MONSTER,[Cyberse／Link／Effect],EARTH,,1600.0,,CROSSOVER BREAKERS,2024-12-06,Binary Sorceress,13204,599910,CRBR-EN059R,2024-12-06
3106,Binary Sorceress,"2 monsters, except TokensGains these effects based on the number of monsters co-linked to this card.●1+: When a monster co-linked to this card battles your opponent's monster and inflicts battle damage to them: You can gain that much LP.●2: Once per turn (Quick Effect): You can target 2 face-up monsters you control; until the end of this turn, halve the ATK of 1 monster, and if you do, add that lost ATK to the other monster.",SDCL-EN043,SR Super Rare,,,MONSTER,[Cyberse／Link／Effect],EARTH,,1600.0,,STRUCTURE DECK : CYBERSE LINK,2017-11-03,Binary Sorceress,13204,149348,SDCL-EN043SR,2017-11-03
3107,"Bingo Machine, Go!!!","Reveal 3 cards from your Deck that each meets at least 1 of the criteria listed below, your opponent randomly picks 1 for you to add to your hand, and you shuffle the rest into your Deck. You can only activate 1 ""Bingo Machine, Go!!!"" per turn.●""Blue-Eyes"" monster●Spell/Trap that mentions ""Blue-Eyes White Dragon"" or ""Blue-Eyes Ultimate Dragon"", except ""Bingo Machine, Go!!!""",RA02-EN062,SR Super Rare,,,SPELL,,,,,,25TH ANNIVERSARY RARITY COLLECTION 2,2024-05-24,"Bingo Machine, Go!!!",13844,551276,RA02-EN062SR,2024-05-24
3108,"Bingo Machine, Go!!!","Reveal 3 cards from your Deck that each meets at least 1 of the criteria listed below, your opponent randomly picks 1 for you to add to your hand, and you shuffle the rest into your Deck. You can only activate 1 ""Bingo Machine, Go!!!"" per turn.●""Blue-Eyes"" monster●Spell/Trap that mentions ""Blue-Eyes White Dragon"" or ""Blue-Eyes Ultimate Dragon"", except ""Bingo Machine, Go!!!""",RA02-EN062,UR Ultra Rare,,,SPELL,,,,,,25TH ANNIVERSARY RARITY COLLECTION 2,2024-05-24,"Bingo Machine, Go!!!",13844,551277,RA02-EN062UR,2024-05-24
3109,"Bingo Machine, Go!!!","Reveal 3 cards from your Deck that each meets at least 1 of the criteria listed below, your opponent randomly picks 1 for you to add to your hand, and you shuffle the rest into your Deck. You can only activate 1 ""Bingo Machine, Go!!!"" per turn.●""Blue-Eyes"" monster●Spell/Trap that mentions ""Blue-Eyes White Dragon"" or ""Blue-Eyes Ultimate Dragon"", except ""Bingo Machine, Go!!!""",RA02-EN062,SE Secret Rare,,,SPELL,,,,,,25TH ANNIVERSARY RARITY COLLECTION 2,2024-05-24,"Bingo Machine, Go!!!",13844,551278,RA02-EN062SE,2024-05-24
3110,"Bingo Machine, Go!!!","Reveal 3 cards from your Deck that each meets at least 1 of the criteria listed below, your opponent randomly picks 1 for you to add to your hand, and you shuffle the rest into your Deck. You can only activate 1 ""Bingo Machine, Go!!!"" per turn.●""Blue-Eyes"" monster●Spell/Trap that mentions ""Blue-Eyes White Dragon"" or ""Blue-Eyes Ultimate Dragon"", except ""Bingo Machine, Go!!!""",RA02-EN062,PS Platinum Secret Rare,,,SPELL,,,,,,25TH ANNIVERSARY RARITY COLLECTION 2,2024-05-24,"Bingo Machine, Go!!!",13844,551279,RA02-EN062PS,2024-05-24
3111,"Bingo Machine, Go!!!","Reveal 3 cards from your Deck that each meets at least 1 of the criteria listed below, your opponent randomly picks 1 for you to add to your hand, and you shuffle the rest into your Deck. You can only activate 1 ""Bingo Machine, Go!!!"" per turn.●""Blue-Eyes"" monster●Spell/Trap that mentions ""Blue-Eyes White Dragon"" or ""Blue-Eyes Ultimate Dragon"", except ""Bingo Machine, Go!!!""",RA02-EN062,QCSE Quarter Century Secret Rare,,,SPELL,,,,,,25TH ANNIVERSARY RARITY COLLECTION 2,2024-05-24,"Bingo Machine, Go!!!",13844,551280,RA02-EN062QCSE,2024-05-24
3112,"Bingo Machine, Go!!!","Reveal 3 cards from your Deck that each meets at least 1 of the criteria listed below, your opponent randomly picks 1 for you to add to your hand, and you shuffle the rest into your Deck. You can only activate 1 ""Bingo Machine, Go!!!"" per turn.●""Blue-Eyes"" monster●Spell/Trap that mentions ""Blue-Eyes White Dragon"" or ""Blue-Eyes Ultimate Dragon"", except ""Bingo Machine, Go!!!""",LDS2-EN028,SE Secret Rare,,,SPELL,,,,,,LEGENDARY DUELISTS: SEASON 2,2021-01-22,"Bingo Machine, Go!!!",13844,230261,LDS2-EN028SE,2021-01-22
3113,"Bingo Machine, Go!!!","Reveal 3 cards from your Deck that each meets at least 1 of the criteria listed below, your opponent randomly picks 1 for you to add to your hand, and you shuffle the rest into your Deck. You can only activate 1 ""Bingo Machine, Go!!!"" per turn.●""Blue-Eyes"" monster●Spell/Trap that mentions ""Blue-Eyes White Dragon"" or ""Blue-Eyes Ultimate Dragon"", except ""Bingo Machine, Go!!!""",LED3-EN003,UR Ultra Rare,,,SPELL,,,,,,LEGENDARY DUELISTS: WHITE DRAGON ABYSS,2018-09-28,"Bingo Machine, Go!!!",13844,177289,LED3-EN003UR,2018-09-28
3114,Bio-Insect Armor,"If this card is in your hand or GY and you do not control ""Bio-Insect Armor"": You can target 1 Insect monster you control; equip this card to it, but banish it when it leaves the field, also banish this Equip Card when it leaves the field. You can only use this effect of ""Bio-Insect Armor"" once per turn. The equipped monster gains 1500 ATK/2000 DEF during the Battle Phase and Main Phase 2, only.",MP24-EN311,C Common,,,MONSTER,[Insect／Effect],EARTH,,1500.0,2000.0,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,Bio-Insect Armor,18159,579785,MP24-EN311C,2024-09-20
3115,Bio-Insect Armor,"If this card is in your hand or GY and you do not control ""Bio-Insect Armor"": You can target 1 Insect monster you control; equip this card to it, but banish it when it leaves the field, also banish this Equip Card when it leaves the field. You can only use this effect of ""Bio-Insect Armor"" once per turn. The equipped monster gains 1500 ATK/2000 DEF during the Battle Phase and Main Phase 2, only.",PHHY-EN014,C Common,,,MONSTER,[Insect／Effect],EARTH,,1500.0,2000.0,PHOTON HYPERNOVA,2023-02-10,Bio-Insect Armor,18159,480243,PHHY-EN014C,2023-02-10
3116,Bio-Mage,A mysterious priest created as a result of the latest advances in biotechnology.,LON-043,C Common,,,MONSTER,[Fairy／Normal],LIGHT,,1150.0,1000.0,LABYRINTH OF NIGHTMARE,2003-03-01,Bio-Mage,5206,21780,LON-043C,2003-03-01
3117,Biofalcon,"When a Machine-Type monster you control is destroyed by battle and sent to the Graveyard while this card is face-up on the field, you can add 1 Machine-Type monster with 1000 or less ATK from your Deck to your hand.",TSHD-EN021,C Common,,,MONSTER,[Machine／Effect],LIGHT,,1700.0,1200.0,THE SHINING DARKNESS,2010-05-11,Biofalcon,8797,34968,TSHD-EN021C,2010-05-11
3118,Bird of Paradise Lost,"This card gains 100 ATK and DEF for each Tuner monster in your Graveyard. Once per turn: You can send 1 Tuner monster from your hand to the Graveyard, then target 1 monster your opponent controls; take control of it until the End Phase.",MP16-EN072,C Common,,,MONSTER,[Wyrm／Tuner／Effect],DARK,,2700.0,1500.0,2016 MEGA-TINS MEGA PACK,2016-09-02,Bird of Paradise Lost,11824,122369,MP16-EN072C,2016-09-02
3119,Bird of Paradise Lost,"This card gains 100 ATK and DEF for each Tuner monster in your Graveyard. Once per turn: You can send 1 Tuner monster from your hand to the Graveyard, then target 1 monster your opponent controls; take control of it until the End Phase.",CORE-EN040,C Common,,,MONSTER,[Wyrm／Tuner／Effect],DARK,,2700.0,1500.0,CLASH OF REBELLIONS,2015-08-07,Bird of Paradise Lost,11824,102454,CORE-EN040C,2015-08-07
3120,Bird of Roses,When this face-up Attack Position card you control is destroyed by battle with an opponent's attacking monster and sent to your GY: You can Special Summon 2 Plant Tuners from your Deck in Defense Position.,LDS2-EN099,C Common,,,MONSTER,[Plant／Effect],WIND,,1800.0,1500.0,LEGENDARY DUELISTS: SEASON 2,2021-01-22,Bird of Roses,8794,230344,LDS2-EN099C,2021-01-22
3121,Bird of Roses,When this face-up Attack Position card you control is destroyed by battle with an opponent's attacking monster and sent to your GY: You can Special Summon 2 Plant Tuners from your Deck in Defense Position.,TSHD-EN018,SR Super Rare,,,MONSTER,[Plant／Effect],WIND,,1800.0,1500.0,THE SHINING DARKNESS,2010-05-11,Bird of Roses,8794,34965,TSHD-EN018SR,2010-05-11
3122,Birdface,"When this card is destroyed by battle and sent to the GY: You can add 1 ""Harpie Lady"" from your Deck to your hand.",SS02-ENC08,C Common,,,MONSTER,[Winged Beast／Effect],WIND,,1600.0,1600.0,SPEED DUEL STARTER DECK: DUELISTS OF TOMORROW,2019-01-25,Birdface,5021,183694,SS02-ENC08C,2019-01-25
3123,Birdface,"When this card is destroyed by battle and sent to the GY: You can add 1 ""Harpie Lady"" from your Deck to your hand.",SD8-EN009,C Common,,,MONSTER,[Winged Beast／Effect],WIND,,1600.0,1600.0,STRUCTURE DECK LORD OF THE STORM,2006-07-12,Birdface,5021,25465,SD8-EN009C,2006-07-12
3124,Birdface,"When this card is destroyed by battle and sent to the GY: You can add 1 ""Harpie Lady"" from your Deck to your hand.",DB2-EN208,C Common,,,MONSTER,[Winged Beast／Effect],WIND,,1600.0,1600.0,DARK BEGINNING 2,2005-07-27,Birdface,5021,24441,DB2-EN208C,2005-07-27
3125,Birdface,"When this card is destroyed by battle and sent to the GY: You can add 1 ""Harpie Lady"" from your Deck to your hand.",PGD-005,C Common,,,MONSTER,[Winged Beast／Effect],WIND,,1600.0,1600.0,PHARAONIC GUARDIAN,2003-07-18,Birdface,5021,21781,PGD-005C,2003-07-18
3126,Birth of the Prominence Flame,"Target 2 FIRE monsters (1 Tuner and 1 non-Tuner) with 200 DEF in your GY; banish both monsters, and if you do, Special Summon 1 FIRE Synchro Monster from your Extra Deck whose Level equals the total Levels of those monsters. You can only activate 1 ""Birth of the Prominence Flame"" per turn.",MP22-EN098,R Rare,,,SPELL,,,,,,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,Birth of the Prominence Flame,16024,285070,MP22-EN098R,2022-09-16
3127,Birth of the Prominence Flame,"Target 2 FIRE monsters (1 Tuner and 1 non-Tuner) with 200 DEF in your GY; banish both monsters, and if you do, Special Summon 1 FIRE Synchro Monster from your Extra Deck whose Level equals the total Levels of those monsters. You can only activate 1 ""Birth of the Prominence Flame"" per turn.",LIOV-EN063,C Common,,,SPELL,,,,,,LIGHTNING OVERDRIVE,2021-06-04,Birth of the Prominence Flame,16024,239529,LIOV-EN063C,2021-06-04
