set_id,set_name,set_release,join_id,card_set_id
LDK2-ENK09,LEGENDARY DECKS II,2016-10-07,LDK2-ENK09C,2196
DEM2-EN004,DEMO DECK 2015,2015-03-30,DEM2-EN004C,2197
YSKR-EN004,STARTER DECK KAIBA RELOADED,2013-12-06,YSKR-EN004C,2198
SKE-002,STARTER DECK KAIBA Evolution,2004-03-01,SKE-002C,2199
SDK-005,STARTER DECK KAIBA,2002-03-29,SDK-005C,2200
MP24-EN267,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN267UR,2201
MAZE-EN026,MAZE OF MEMORIES,2023-03-10,MAZE-EN026R,2202
CHIM-ENSE2,CHAOS IMPACT SPECIAL EDITION,2019-12-06,CHIM-ENSE2SR,2203
MRD-EN064,METAL RAIDERS (LC01 25th Anniversary Edition),2023-04-21,MRD-EN064C,2204
DB2-EN037,DARK BEGINNING 2,2005-07-27,DB2-EN037C,2205
MRD-064,METAL RAIDERS,2002-06-26,MRD-064C,2206
SGX3-END10,SPEED DUEL GX: DUELISTS OF SHADOWS,2023-03-31,SGX3-END10C,2207
MP21-EN014,2021 TIN OF ANCIENT BATTLES,2021-10-01,MP21-EN014C,2208
IGAS-EN032,IGNITION ASSAULT,2020-01-31,IGAS-EN032C,2209
ANPR-EN072,ANCIENT PROPHECY,2009-09-01,ANPR-EN072C,2210
TDGS-EN048,THE DUELIST GENESIS,2008-09-02,TDGS-EN048C,2211
LC5D-EN050,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN050C,2212
DP10-EN023,DUELIST PACK - YUSEI 3 -,2011-01-25,DP10-EN023R,2213
OP01-EN015,OTS TOURNAMENT PACK 1,2016-03-18,OP01-EN015C,2214
NUMH-EN025,NUMBER HUNTERS,2013-07-12,NUMH-EN025SR,2215
DCR-EN097,DARK CRISIS (LC01 25th Anniversary Edition),2023-04-21,DCR-EN097C,2216
SGX3-ENE19,SPEED DUEL GX: DUELISTS OF SHADOWS,2023-03-31,SGX3-ENE19C,2217
DR1-EN259,DARK REVELATION Volume 1,2005-03-19,DR1-EN259C,2218
DCR-097,DARK CRISIS,2003-12-01,DCR-097C,2219
NUMH-EN043,NUMBER HUNTERS,2013-07-12,NUMH-EN043SR,2220
BLMR-EN018,BATTLES OF LEGEND: MONSTROUS REVENGE,2023-06-23,BLMR-EN018SE,2221
DIFO-EN025,DIMENSION FORCE,2022-05-20,DIFO-EN025C,2222
LEDE-EN082,LEGACY OF DESTRUCTION,2024-04-26,LEDE-EN082SR,2223
SPWA-EN056,SPIRIT WARRIORS,2017-11-17,SPWA-EN056SR,2224
MP15-EN111,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN111C,2225
SDHS-EN040,HERO STRIKE STRUCTURE DECK,2015-01-30,SDHS-EN040C,2226
DUEA-EN069,DUELIST ALLIANCE,2014-08-15,DUEA-EN069C,2227
DEM3-EN010,DEMO DECK 2016 (UK),2016-01-14,DEM3-EN010C,2228
MP15-EN073,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN073C,2229
SP15-EN020,STAR PACK ARC-V,2015-06-12,SP15-EN020C,2230
DUEA-EN017,DUELIST ALLIANCE,2014-08-15,DUEA-EN017C,2231
SBCB-EN166,Speed Duel: Battle City Box,2020-11-26,SBCB-EN166C,2232
MP15-EN110,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN110C,2233
DUEA-EN068,DUELIST ALLIANCE,2014-08-15,DUEA-EN068C,2234
BP03-EN055,BATTLE PACK 3 MONSTER LEAGUE,2014-08-01,BP03-EN055R,2235
RGBT-EN000,RAGING BATTLE,2009-05-12,RGBT-EN000SE,2236
RGBT-ENSP1,RAGING BATTLE Sneak Peek,2009-05-02,RGBT-ENSP1UR,2237
BLHR-EN035,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN035UR,2238
BLHR-EN036,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN036UR,2239
BLHR-EN039,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN039UR,2240
BLHR-EN032,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN032UR,2241
ROTA-EN036,RAGE OF THE ABYSS,2024-10-11,ROTA-EN036SR,2242
BLHR-EN037,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN037UR,2243
BLHR-EN038,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN038SE,2244
BLHR-EN042,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN042UR,2245
BLHR-EN031,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN031UR,2246
ROTA-EN009,RAGE OF THE ABYSS,2024-10-11,ROTA-EN009C,2247
ROTA-EN037,RAGE OF THE ABYSS,2024-10-11,ROTA-EN037C,2248
BLHR-EN033,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN033UR,2249
BLHR-EN034,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN034UR,2250
ROTA-EN052,RAGE OF THE ABYSS,2024-10-11,ROTA-EN052C,2251
LD10-EN055,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,LD10-EN055C,2252
PRIO-EN008,PRIMAL ORIGIN,2014-05-16,PRIO-EN008C,2253
LD10-EN058,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,LD10-EN058C,2254
MP14-EN160,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN160R,2255
SHSP-EN049,SHADOW SPECTERS,2013-11-08,SHSP-EN049R,2256
LD10-EN033,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,LD10-EN033R,2257
MP14-EN006,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN006C,2258
LTGY-EN020,LORD OF THE TACHYON GALAXY,2013-05-17,LTGY-EN020C,2259
LD10-EN040,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,LD10-EN040C,2260
MP14-EN003,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN003C,2261
LTGY-EN017,LORD OF THE TACHYON GALAXY,2013-05-17,LTGY-EN017C,2262
LD10-EN039,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,LD10-EN039C,2263
MP14-EN002,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN002C,2264
LTGY-EN016,LORD OF THE TACHYON GALAXY,2013-05-17,LTGY-EN016C,2265
LD10-EN036,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,LD10-EN036UR,2266
LD10-EN057,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,LD10-EN057R,2267
MP14-EN027,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN027R,2268
LTGY-EN050,LORD OF THE TACHYON GALAXY,2013-05-17,LTGY-EN050R,2269
LD10-EN034,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,LD10-EN034UR,2270
LD10-EN054,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,LD10-EN054C,2271
MP14-EN131,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN131C,2272
SHSP-EN007,SHADOW SPECTERS,2013-11-08,SHSP-EN007C,2273
MP14-EN130,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN130C,2274
SHSP-EN006,SHADOW SPECTERS,2013-11-08,SHSP-EN006C,2275
LD10-EN056,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,LD10-EN056R,2276
WSUP-EN013,WORLD SUPERSTARS,2015-04-17,WSUP-EN013SR,2277
MP14-EN004,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN004C,2278
LTGY-EN018,LORD OF THE TACHYON GALAXY,2013-05-17,LTGY-EN018C,2279
LD10-EN041,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,LD10-EN041C,2280
MP14-EN005,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN005C,2281
LTGY-EN019,LORD OF THE TACHYON GALAXY,2013-05-17,LTGY-EN019C,2282
LD10-EN032,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,LD10-EN032UR,2283
PRIO-EN009,PRIMAL ORIGIN,2014-05-16,PRIO-EN009C,2284
LD10-EN038,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,LD10-EN038SR,2285
LD10-EN045,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,LD10-EN045C,2286
MP14-EN168,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN168SR,2287
SHSP-EN060,SHADOW SPECTERS,2013-11-08,SHSP-EN060SR,2288
GFP2-EN130,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN130UR,2289
KICO-EN040,KING'S COURT,2021-07-09,KICO-EN040R,2290
MP15-EN096,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN096SE,2291
DUEA-EN051,DUELIST ALLIANCE,2014-08-15,DUEA-EN051SE,2292
DABL-EN081,DARKWING BLAST,2022-10-21,DABL-EN081C,2293
CHIM-EN030,CHAOS IMPACT,2019-10-25,CHIM-EN030C,2294
BODE-EN098,BURST OF DESTINY,2021-11-05,BODE-EN098SR,2295
RA03-EN111,QUARTER CENTURY BONANZA,2024-11-07,RA03-EN111PS,2296
SGX3-ENF03,SPEED DUEL GX: DUELISTS OF SHADOWS,2023-03-31,SGX3-ENF03C,2297
EGO1-EN008,EGYPTIAN GOD DECK: OBELISK THE TORMENTOR,2021-06-18,EGO1-EN008C,2298
SBCB-EN048,Speed Duel: Battle City Box,2020-11-26,SBCB-EN048C,2299
BP03-EN002,BATTLE PACK 3 MONSTER LEAGUE,2014-08-01,BP03-EN002C,2300
BP02-EN012,BATTLE PACK 2 WAR OF THE GIANTS,2013-06-28,BP02-EN012C,2301
BP01-EN119,BATTLE PACK EPIC DAWN,2012-05-28,BP01-EN119C,2302
RP02-EN041,RETRO PACK 2,2009-07-28,RP02-EN041C,2303
SDDE-EN008,THE DARK EMPEROR STRUCTURE DECK,2008-04-02,SDDE-EN008C,2304
DB2-EN003,DARK BEGINNING 2,2005-07-27,DB2-EN003R,2305
TP5-EN007,TOURNAMENT PACK 5,2004-11-01,TP5-EN007R,2306
LON-064,LABYRINTH OF NIGHTMARE,2003-03-01,LON-064SR,2307
LDS2-EN024,LEGENDARY DUELISTS: SEASON 2,2021-01-22,LDS2-EN024C,2308
LCKC-EN035,LEGENDARY COLLECTION KAIBA MEGA PACK,2018-03-09,LCKC-EN035SE,2309
MP17-EN031,2017 MEGA-TINS MEGA PACK,2017-08-25,MP17-EN031C,2310
LDK2-ENK20,LEGENDARY DECKS II,2016-10-07,LDK2-ENK20C,2311
SHVI-EN060,SHINING VICTORIES,2016-05-06,SHVI-EN060C,2312
BOSH-ENSE3,BREAKERS OF SHADOW SPECIAL EDITION,2016-02-26,BOSH-ENSE3SR,2313
TP1-018,TOURNAMENT PACK 1ST SEASON,2002-09-01,TP1-018C,2314
TAMA-EN050,TACTICAL MASTERS,2022-08-26,TAMA-EN050R,2315
MP19-EN175,2019 GOLD SARCOPHAGUS TIN MEGA PACK,2019-08-30,MP19-EN175C,2316
SOFU-EN029,SOUL FUSION,2018-10-19,SOFU-EN029C,2317
PHHY-EN021,PHOTON HYPERNOVA,2023-02-10,PHHY-EN021UR,2318
LOB-EN041,LEGEND OF BLUE EYES WHITE DRAGON (LC01 25th Anniversary Edition),2023-04-21,LOB-EN041C,2319
LOB-041,LEGEND OF BLUE EYES WHITE DRAGON,2002-03-08,LOB-041C,2320
STAX-EN031,2-PLAYER STARTER SET,2024-01-26,STAX-EN031C,2321
EGS1-EN008,EGYPTIAN GOD DECK: SLIFER THE SKY DRAGON,2021-06-18,EGS1-EN008C,2322
YS18-EN013,STARTER DECK CODEBREAKER,2018-07-13,YS18-EN013C,2323
YS17-EN007,STARTER DECK - LINK STRIKE -,2017-07-21,YS17-EN007C,2324
YS16-EN017,STARTER DECK YUYA,2016-05-27,YS16-EN017C,2325
BP02-EN080,BATTLE PACK 2 WAR OF THE GIANTS,2013-06-28,BP02-EN080R,2326
BP01-EN148,BATTLE PACK EPIC DAWN,2012-05-28,BP01-EN148C,2327
CT08-EN005,COLLECTIBLE TIN 2011 WAVE 1,2011-08-30,CT08-EN005SR,2328
JUMP-EN032,SHONEN JUMP Promotional Card - May 2009 -,,JUMP-EN032UR,2329
MP22-EN171,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN171SR,2330
DAMA-EN078,DAWN OF MAJESTY,2021-08-13,DAMA-EN078C,2331
BP02-EN084,BATTLE PACK 2 WAR OF THE GIANTS,2013-06-28,BP02-EN084R,2332
ANPR-EN097,ANCIENT PROPHECY,2009-09-01,ANPR-EN097SR,2333
MP19-EN121,2019 GOLD SARCOPHAGUS TIN MEGA PACK,2019-08-30,MP19-EN121C,2334
CYHO-EN063,CYBERNETIC HORIZON,2018-07-27,CYHO-EN063C,2335
PSV-EN103,PHARAOH'S SERVANT (LC01 25th Anniversary Edition),2023-04-21,PSV-EN103UR,2336
SBCB-EN111,Speed Duel: Battle City Box,2020-11-26,SBCB-EN111C,2337
YS15-ENL01,STARTER DECK DARK LEGION (US),2015-05-29,YS15-ENL01C,2338
LCJW-EN236,LEGENDARY COLLECTION 4 JOEY'S WORLD MEGA PACK,2013-10-11,LCJW-EN236R,2339
PSV-103,PHARAOH'S SERVANT,2002-10-20,PSV-103UR,2340
SUDA-EN087,SUPREME DARKNESS,2025-01-24,SUDA-EN087C,2341
SR07-EN021,STRUCTURE DECK: ZOMBIE HORDE,2018-11-02,SR07-EN021C,2342
OP03-EN022,OTS TOURNAMENT PACK 3,2016-11-18,OP03-EN022C,2343
TDGS-EN032,THE DUELIST GENESIS,2008-09-02,TDGS-EN032C,2344
DREV-EN056,DUELIST REVOLUTION,2010-08-17,DREV-EN056C,2345
DREV-EN074,DUELIST REVOLUTION,2010-08-17,DREV-EN074C,2346
DL16-EN015,DUELIST LEAGUE 16,2013-07-01,DL16-EN015R,2347
DR3-EN175,DARK REVELATION Volume 3,2006-11-25,DR3-EN175C,2348
FET-EN055,FLAMING ETERNITY,2005-03-01,FET-EN055C,2349
RGBT-EN085,RAGING BATTLE,2009-05-12,RGBT-EN085SR,2350
BOSH-ENSE1,BREAKERS OF SHADOW SPECIAL EDITION,2016-02-26,BOSH-ENSE1SR,2351
JUMP-EN074,SHONEN JUMP membership Promotional Card - October 2015 -,2015-10-07,JUMP-EN074UR,2352
HA07-EN032,HIDDEN ARSENAL 7 KNIGHT OF STARS,2013-04-26,HA07-EN032SR,2353
GLD4-EN005,GOLD SERIES 4 PYRAMIDS EDITION,2011-07-01,GLD4-EN005C,2354
TP5-EN014,TOURNAMENT PACK 5,2004-11-01,TP5-EN014C,2355
TP1-014,TOURNAMENT PACK 1ST SEASON,2002-09-01,TP1-014R,2356
PRC1-EN002,PREMIUM COLLECTION TIN,2012-03-20,PRC1-EN002SR,2357
GEIM-EN048,GENESIS IMPACT,2020-12-03,GEIM-EN048SR,2358
DUPO-EN038,DUEL POWER,2019-04-03,DUPO-EN038UR,2359
MP19-EN247,2019 GOLD SARCOPHAGUS TIN MEGA PACK,2019-08-30,MP19-EN247UR,2360
DASA-EN017,DARK SAVIORS,2018-05-25,DASA-EN017SE,2361
MP20-EN115,2020 TIN OF LOST MEMORIES,2020-08-28,MP20-EN115SR,2362
RIRA-EN033,RISING RAMPAGE,2019-07-27,RIRA-EN033C,2363
DANE-ENSE1,DARK NEOSTORM SPECIAL EDITION,2019-06-14,DANE-ENSE1SR,2364
BROL-EN086,BROTHERS OF LEGEND,2021-12-03,BROL-EN086UR,2365
MAGO-EN035,Gold Series: Maximum Gold,2020-11-13,MAGO-EN035PGR,2366
PGL3-EN021,PREMIUM GOLD: INFINITE GOLD,2016-03-18,PGL3-EN021GSE,2367
TP2-011,TOURNAMENT PACK 2ND SEASON,2002-10-01,TP2-011R,2368
MAMA-EN052,MAGNIFICENT MAVENS,2022-11-04,MAMA-EN052UR,2369
PRIO-EN036,PRIMAL ORIGIN,2014-05-16,PRIO-EN036R,2370
LOB-EN064,LEGEND OF BLUE EYES WHITE DRAGON (LC01 25th Anniversary Edition),2023-04-21,LOB-EN064C,2371
SS04-ENA05,SPEED DUEL STARTER DECKS: MATCH OF THE MILLENNIUM,2020-05-15,SS04-ENA05C,2372
YGLD-ENA12,YUGI'S LEGENDARY DECKS,2015-11-13,YGLD-ENA12C,2373
DB1-EN121,DARK BEGINNING 1,2004-10-12,DB1-EN121C,2374
SYE-006,STARTER DECK YUGI Evolution,2004-03-01,SYE-006C,2375
SDY-005,STARTER DECK YUGI,2002-03-29,SDY-005C,2376
LOB-064,LEGEND OF BLUE EYES WHITE DRAGON,2002-03-08,LOB-064C,2377
MP18-EN046,2018 MEGA-TINS MEGA PACK,2018-08-31,MP18-EN046C,2378
COTD-EN020,CODE OF THE DUELIST,2017-08-04,COTD-EN020C,2379
SPWA-EN057,SPIRIT WARRIORS,2017-11-17,SPWA-EN057SR,2380
SDLI-EN033,REALM OF LIGHT STRUCTURE DECK,2014-06-27,SDLI-EN033C,2381
LCYW-EN293,LEGENDARY COLLECTION 3 YUGI'S WORLD MEGA PACK,2012-10-02,LCYW-EN293UR,2382
SDLS-EN036,LOST SANCTUARY STRUCTURE DECK,2011-06-14,SDLS-EN036C,2383
TU02-EN005,TURBO PACK BOOSTER TWO,2010-01-09,TU02-EN005SR,2384
CP08-EN014,CHAMPION PACK GAME EIGHT,2009-01-05,CP08-EN014C,2385
DR2-EN165,DARK REVELATION Volume 2,2005-10-20,DR2-EN165C,2386
AST-053,ANCIENT SANCTUARY,2004-06-01,AST-053C,2387
SS03-ENB14,SPEED DUEL STARTER DECKS: ULTIMATE PREDATORS,2019-08-02,SS03-ENB14C,2388
CRMS-EN036,CRIMSON CRISIS,2009-03-03,CRMS-EN036C,2389
DR04-EN146,DARK REVELATION Volume 4,2007-11-14,DR04-EN146C,2390
SOI-EN026,SHADOW OF INFINITY,2006-02-18,SOI-EN026C,2391
MP25-EN023,2025 MEGA-PACK TIN,2025-09-05,MP25-EN023STAR,2392
LEHD-ENB36,LEGENDARY HERO DECKS,2018-10-12,LEHD-ENB36C,2393
LCKC-EN071,LEGENDARY COLLECTION KAIBA MEGA PACK,2018-03-09,LCKC-EN071SE,2394
PGLD-EN016,PREMIUM GOLD,2014-03-28,PGLD-EN016GSE,2395
LEHD-ENB35,LEGENDARY HERO DECKS,2018-10-12,LEHD-ENB35C,2396
YF08-EN001,Yu-Gi-Oh! 5D's volume 8 Promotional Card,2015-10-06,YF08-EN001UR,2397
STP2-EN012,SPEED DUEL TOURNAMENT PACK 02,2019-10-11,STP2-EN012SR,2398
SS03-ENB15,SPEED DUEL STARTER DECKS: ULTIMATE PREDATORS,2019-08-02,SS03-ENB15C,2399
GAOV-EN092,GALACTIC OVERLORD,2012-05-08,GAOV-EN092UR,2400
MP22-EN176,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN176C,2401
DAMA-EN088,DAWN OF MAJESTY,2021-08-13,DAMA-EN088SR,2402
MP22-EN236,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN236C,2403
BODE-EN085,BURST OF DESTINY,2021-11-05,BODE-EN085C,2404
CYAC-EN037,CYBERSTORM ACCESS,2023-05-05,CYAC-EN037SR,2405
MP22-EN240,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN240C,2406
BODE-EN089,BURST OF DESTINY,2021-11-05,BODE-EN089UR,2407
MP22-EN179,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN179C,2408
DAMA-EN091,DAWN OF MAJESTY,2021-08-13,DAMA-EN091C,2409
MP22-EN178,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN178C,2410
DAMA-EN090,DAWN OF MAJESTY,2021-08-13,DAMA-EN090SR,2411
MP22-EN241,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN241C,2412
BODE-EN090,BURST OF DESTINY,2021-11-05,BODE-EN090C,2413
MP22-EN237,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN237C,2414
BODE-EN086,BURST OF DESTINY,2021-11-05,BODE-EN086UR,2415
MP22-EN174,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN174C,2416
DAMA-EN086,DAWN OF MAJESTY,2021-08-13,DAMA-EN086SR,2417
MP22-EN117,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN117R,2418
DAMA-EN000,DAWN OF MAJESTY,2021-08-13,DAMA-EN000SE,2419
DAMA-ENSP1,DAWN OF MAJESTY Core Booster Premiere!,2021-08-07,DAMA-ENSP1UR,2420
MP22-EN242,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN242C,2421
BODE-EN091,BURST OF DESTINY,2021-11-05,BODE-EN091C,2422
MP22-EN175,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN175C,2423
DAMA-EN087,DAWN OF MAJESTY,2021-08-13,DAMA-EN087UR,2424
MP16-EN123,2016 MEGA-TINS MEGA PACK,2016-09-02,MP16-EN123SR,2425
DOCS-EN022,DIMENSION OF CHAOS,2015-11-06,DOCS-EN022SR,2426
MP17-EN225,2017 MEGA-TINS MEGA PACK,2017-08-25,MP17-EN225C,2427
RATE-EN073,RAGING TEMPEST,2017-02-10,RATE-EN073C,2428
IOC-EN107,INVASION OF CHAOS (LC01 25th Anniversary Edition),2023-04-21,IOC-EN107C,2429
SR10-EN038,STRUCTURE DECK: MECHANIZED MADNESS,2020-04-17,SR10-EN038C,2430
GLD2-EN047,GOLD SERIES 2009,2009-04-21,GLD2-EN047C,2431
DR2-EN108,DARK REVELATION Volume 2,2005-10-20,DR2-EN108C,2432
IOC-107,INVASION OF CHAOS,2004-03-01,IOC-107C,2433
OP04-EN015,OTS TOURNAMENT PACK 4,2017-04-07,OP04-EN015C,2434
TP8-EN014,TOURNAMENT PACK 8,2006-04-28,TP8-EN014C,2435
JUSH-EN050,Justice Hunters,2025-08-01,JUSH-EN050R,2436
MP24-EN364,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN364C,2437
DUNE-EN024,DUELIST NEXUS,2023-07-28,DUNE-EN024C,2438
SBCB-EN052,Speed Duel: Battle City Box,2020-11-26,SBCB-EN052C,2439
DR3-EN134,DARK REVELATION Volume 3,2006-11-25,DR3-EN134SR,2440
FET-EN014,FLAMING ETERNITY,2005-03-01,FET-EN014SR,2441
SR13-EN010,STRUCTURE DECK: DARK WORLD,2022-12-02,SR13-EN010C,2442
LCJW-EN242,LEGENDARY COLLECTION 4 JOEY'S WORLD MEGA PACK,2013-10-11,LCJW-EN242UR,2443
SDGU-EN010,GATES OF THE UNDERWORLD STRUCTURE DECK,2011-10-18,SDGU-EN010C,2444
DR04-EN080,DARK REVELATION Volume 4,2007-11-14,DR04-EN080C,2445
EEN-EN020,ELEMENTAL ENERGY,2005-11-05,EEN-EN020C,2446
BP02-EN061,BATTLE PACK 2 WAR OF THE GIANTS,2013-06-28,BP02-EN061R,2447
SDGU-EN015,GATES OF THE UNDERWORLD STRUCTURE DECK,2011-10-18,SDGU-EN015C,2448
PTDN-EN099,PHANTOM DARKNESS,2008-02-13,PTDN-EN099SE,2449
MP21-EN039,2021 TIN OF ANCIENT BATTLES,2021-10-01,MP21-EN039C,2450
IGAS-EN095,IGNITION ASSAULT,2020-01-31,IGAS-EN095C,2451
SOVR-EN066,STARDUST OVERDRIVE,2009-11-17,SOVR-EN066C,2452
LIOV-EN048,LIGHTNING OVERDRIVE,2021-06-04,LIOV-EN048SE,2453
MZMI-EN042,MAZE OF MILLENNIA,2024-01-19,MZMI-EN042R,2454
SBCB-EN043,Speed Duel: Battle City Box,2020-11-26,SBCB-EN043C,2455
SDMY-EN016,STRUCTURE DECK : YUGI MUTO,2016-10-21,SDMY-EN016C,2456
YGLD-ENB09,YUGI'S LEGENDARY DECKS,2015-11-13,YGLD-ENB09C,2457
LCYW-EN045,LEGENDARY COLLECTION 3 YUGI'S WORLD MEGA PACK,2012-10-02,LCYW-EN045SR,2458
ABPF-EN091,ABSOLUTE POWERFORCE,2010-02-16,ABPF-EN091R,2459
AGOV-EN032,AGE OF OVERLORD,2023-10-20,AGOV-EN032SR,2460
SR01-EN014,EMPEROR OF DARKNESS STRUCTURE DECK,2016-01-29,SR01-EN014C,2461
MVP1-ENS14,Yu-Gi-Oh! THE DARK SIDE OF DIMENSIONS MOVIE PACK SECRET EDITION,2020-01-24,MVP1-ENS14SE,2462
MVP1-ENG14,Yu-Gi-Oh! THE DARK SIDE OF DIMENSIONS MOVIE PACK GOLD EDITION,2017-01-13,MVP1-ENG14GR,2463
MVP1-EN014,Yu-Gi-Oh! THE DARK SIDE OF DIMENSIONS MOVIE PACK,2016-07-22,MVP1-EN014UR,2464
MP25-EN309,2025 MEGA-PACK TIN,2025-09-05,MP25-EN309C,2465
PHNI-EN027,PHANTOM NIGHTMARE,2024-02-09,PHNI-EN027C,2466
DCR-EN019,DARK CRISIS (LC01 25th Anniversary Edition),2023-04-21,DCR-EN019SR,2467
LCJW-EN281,LEGENDARY COLLECTION 4 JOEY'S WORLD MEGA PACK,2013-10-11,LCJW-EN281C,2468
DR1-EN181,DARK REVELATION Volume 1,2005-03-19,DR1-EN181SR,2469
DCR-019,DARK CRISIS,2003-12-01,DCR-019SR,2470
IOC-EN013,INVASION OF CHAOS (LC01 25th Anniversary Edition),2023-04-21,IOC-EN013R,2471
BP03-EN008,BATTLE PACK 3 MONSTER LEAGUE,2014-08-01,BP03-EN008R,2472
BPW2-EN009,BATTLE PACK 2 WAR OF THE GIANTS ROUND 2,2014-01-17,BPW2-EN009C,2473
TP8-EN011,TOURNAMENT PACK 8,2006-04-28,TP8-EN011C,2474
DR2-EN013,DARK REVELATION Volume 2,2005-10-20,DR2-EN013R,2475
IOC-013,INVASION OF CHAOS,2004-03-01,IOC-013R,2476
SGX1-ENE16,SPEED DUEL GX: DUEL ACADEMY BOX,2022-03-18,SGX1-ENE16C,2477
BPW2-EN078,BATTLE PACK 2 WAR OF THE GIANTS ROUND 2,2014-01-17,BPW2-EN078C,2478
GAOV-EN054,GALACTIC OVERLORD,2012-05-08,GAOV-EN054C,2479
HAC1-EN169,HIDDEN ARSENAL CHAPTER 1,2022-03-11,HAC1-EN169C,2480
AC19-EN007,ADVENT CALENDAR 2019,2019-09-27,AC19-EN007SR,2481
HA01-EN029,HIDDEN ARSENAL,2009-11-10,HA01-EN029SR,2482
MP20-EN123,2020 TIN OF LOST MEMORIES,2020-08-28,MP20-EN123C,2483
RIRA-EN045,RISING RAMPAGE,2019-07-27,RIRA-EN045R,2484
DLCS-EN009,DRAGONS OF LEGEND: THE COMPLETE SERIES,2020-09-11,DLCS-EN009C,2485
DRL3-EN047,DRAGONS OF LEGEND -UNLEASHED-,2016-08-19,DRL3-EN047UR,2486
DRLG-EN007,DRAGONS OF LEGEND,2014-04-25,DRLG-EN007SE,2487
RGBT-EN089,RAGING BATTLE,2009-05-12,RGBT-EN089R,2488
SDMY-EN004,STRUCTURE DECK : YUGI MUTO,2016-10-21,SDMY-EN004UR,2489
MP24-EN375,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN375C,2490
DUNE-EN063,DUELIST NEXUS,2023-07-28,DUNE-EN063C,2491
SDMY-EN002,STRUCTURE DECK : YUGI MUTO,2016-10-21,SDMY-EN002SR,2492
