card_id,card_set_id,name,description,rarity,price,volatility_id,type_id,sub_type,attribute_id,rank,attack,defense
6148,5038,Colossal Fighter,1 Tuner + 1+ non-Tuner monstersGains 100 ATK for each Warrior monster in the GYs. When this card is destroyed by battle and sent to the GY: You can target 1 Warrior monster in either GY; Special Summon that target.,R Rare,0.28,1,2,[Warrior／Synchro／Effect],5,Level 8,2800.0,1000.0
6149,5039,Colossal Fighter,1 Tuner + 1+ non-Tuner monstersGains 100 ATK for each Warrior monster in the GYs. When this card is destroyed by battle and sent to the GY: You can target 1 Warrior monster in either GY; Special Summon that target.,SE Secret Rare,8.66,1,2,[Warrior／Synchro／Effect],5,Level 8,2800.0,1000.0
6150,5040,Colossal Fighter,1 Tuner + 1+ non-Tuner monstersGains 100 ATK for each Warrior monster in the GYs. When this card is destroyed by battle and sent to the GY: You can target 1 Warrior monster in either GY; Special Summon that target.,GR Gold Rare,1.37,3,2,[Warrior／Synchro／Effect],5,Level 8,2800.0,1000.0
6151,5041,Colossal Fighter,1 Tuner + 1+ non-Tuner monstersGains 100 ATK for each Warrior monster in the GYs. When this card is destroyed by battle and sent to the GY: You can target 1 Warrior monster in either GY; Special Summon that target.,ST Starfoil,23.98,3,2,[Warrior／Synchro／Effect],5,Level 8,2800.0,1000.0
6152,5042,Colossal Fighter,1 Tuner + 1+ non-Tuner monstersGains 100 ATK for each Warrior monster in the GYs. When this card is destroyed by battle and sent to the GY: You can target 1 Warrior monster in either GY; Special Summon that target.,UL Ultimate Rare,189.38,3,2,[Warrior／Synchro／Effect],5,Level 8,2800.0,1000.0
6153,5043,Colossal Fighter,1 Tuner + 1+ non-Tuner monstersGains 100 ATK for each Warrior monster in the GYs. When this card is destroyed by battle and sent to the GY: You can target 1 Warrior monster in either GY; Special Summon that target.,R Rare,6.08,3,2,[Warrior／Synchro／Effect],5,Level 8,2800.0,1000.0
6154,5043,Colossal Fighter,1 Tuner + 1+ non-Tuner monstersGains 100 ATK for each Warrior monster in the GYs. When this card is destroyed by battle and sent to the GY: You can target 1 Warrior monster in either GY; Special Summon that target.,R Rare,2.02,3,2,[Warrior／Synchro／Effect],5,Level 8,2800.0,1000.0
6155,5043,Colossal Fighter,1 Tuner + 1+ non-Tuner monstersGains 100 ATK for each Warrior monster in the GYs. When this card is destroyed by battle and sent to the GY: You can target 1 Warrior monster in either GY; Special Summon that target.,R Rare,2.42,3,2,[Warrior／Synchro／Effect],5,Level 8,2800.0,1000.0
6156,5043,Colossal Fighter,1 Tuner + 1+ non-Tuner monstersGains 100 ATK for each Warrior monster in the GYs. When this card is destroyed by battle and sent to the GY: You can target 1 Warrior monster in either GY; Special Summon that target.,R Rare,4.97,3,2,[Warrior／Synchro／Effect],5,Level 8,2800.0,1000.0
6157,5044,Colossal Fighter,1 Tuner + 1+ non-Tuner monstersGains 100 ATK for each Warrior monster in the GYs. When this card is destroyed by battle and sent to the GY: You can target 1 Warrior monster in either GY; Special Summon that target.,SR Super Rare,1.26,3,2,[Warrior／Synchro／Effect],5,Level 8,2800.0,1000.0
6158,5045,Colossal Fighter/Assault Mode,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with Assault Mode Activate. When this card is Special Summoned, you can send up to 2 Warrior-Type monsters from your Deck to the Graveyard. All monsters your opponent controls lose 100 ATK for every Warrior-Type monster in your Graveyard. When this card on the field is destroyed, you can Special Summon 1 Colossal Fighter from your Graveyard.",SE Secret Rare,2.45,3,2,[Warrior／Effect],5,Level 10,3300.0,1500.0
6159,5046,Colossal Fighter/Assault Mode,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with Assault Mode Activate. When this card is Special Summoned, you can send up to 2 Warrior-Type monsters from your Deck to the Graveyard. All monsters your opponent controls lose 100 ATK for every Warrior-Type monster in your Graveyard. When this card on the field is destroyed, you can Special Summon 1 Colossal Fighter from your Graveyard.",SR Super Rare,1.31,3,2,[Warrior／Effect],5,Level 10,3300.0,1500.0
6160,5047,Colosseum - Cage of the Gladiator Beasts,"Place 1 Counter on this card each time a monster is Special Summoned from either player's Deck. All Gladiator Beast monsters gain 100 ATK and DEF for each of these counters on this card. If this card would be destroyed by a card effect, you can discard 1 Colosseum - Cage of the Gladiator Beasts to prevent this card from being destroyed.",R Rare,2.43,3,1,Field,1,NONE,0.0,0.0
6161,5048,Column Switch,Target 1 monster in your Main Monster Zone; move that target to another of your Main Monster Zones.,C Common,0.1,3,1,Quick-Play,1,NONE,0.0,0.0
6162,5049,Column Switch,Target 1 monster in your Main Monster Zone; move that target to another of your Main Monster Zones.,C Common,0.0,4,1,Quick-Play,1,NONE,0.0,0.0
6163,5050,Combat Wheel,"1 Tuner + 1+ non-Tuner monstersThe first time this card would be destroyed by an opponent's card effect each turn, it is not destroyed. Once per turn, during your opponent's Battle Phase (Quick Effect): You can discard 1 card; this card gains ATK equal to half the total ATK of all other monsters you currently control, then place 1 counter on this card, also for the rest of this turn, your opponent's monsters cannot target monsters for attacks, except this one. If this card with a counter is destroyed by battle: Destroy all monsters you control.",UR Ultra Rare,0.08,1,2,[Machine／Synchro／Effect],2,Level 6,2500.0,1200.0
6164,5051,Combat Wheel,"1 Tuner + 1+ non-Tuner monstersThe first time this card would be destroyed by an opponent's card effect each turn, it is not destroyed. Once per turn, during your opponent's Battle Phase (Quick Effect): You can discard 1 card; this card gains ATK equal to half the total ATK of all other monsters you currently control, then place 1 counter on this card, also for the rest of this turn, your opponent's monsters cannot target monsters for attacks, except this one. If this card with a counter is destroyed by battle: Destroy all monsters you control.",R Rare,0.09,1,2,[Machine／Synchro／Effect],2,Level 6,2500.0,1200.0
6165,5052,Combination Attack,"During a Battle Phase, you can use this effect on 1 monster that has attacked this turn and is equipped with a Union Monster. Change the Union Monster back to a monster in face-up Attack or Defense Position. Also, the monster that was equipped with the Union Monster may attack again this turn.",C Common,0.33,3,1,Quick-Play,1,NONE,0.0,0.0
6166,5053,Combination Attack,"During a Battle Phase, you can use this effect on 1 monster that has attacked this turn and is equipped with a Union Monster. Change the Union Monster back to a monster in face-up Attack or Defense Position. Also, the monster that was equipped with the Union Monster may attack again this turn.",R Rare,0.43,3,1,Quick-Play,1,NONE,0.0,0.0
6167,5054,Combo Fighter,"If a Chain (of 2 or more Links) occurred in your Main Phase 1, this card can attack twice during the Battle Phase this turn.",C Common,0.0,4,2,[Warrior／Effect],3,Level 4,1600.0,800.0
6168,5055,Combo Master,"If a Chain (of 2 or more Links) occurred in your Main Phase 1, this card can attack twice during the Battle Phase this turn.",R Rare,0.42,3,2,[Warrior／Effect],3,Level 5,2200.0,1500.0
6169,5055,Combo Master,"If a Chain (of 2 or more Links) occurred in your Main Phase 1, this card can attack twice during the Battle Phase this turn.",UL Ultimate Rare,3.78,3,2,[Warrior／Effect],3,Level 5,2200.0,1500.0
6170,5056,Comic Hand,"If you control Toon World, equip to an opponent's monster. Take control of it. It is treated as a Toon monster. If your opponent controls no Toon monsters, it can attack your opponent directly. If Toon World is not on the field, destroy this card.",UR Ultra Rare,3.81,1,1,Equip,1,NONE,0.0,0.0
6171,5056,Comic Hand,"If you control Toon World, equip to an opponent's monster. Take control of it. It is treated as a Toon monster. If your opponent controls no Toon monsters, it can attack your opponent directly. If Toon World is not on the field, destroy this card.",UR Ultra Rare,2.59,1,1,Equip,1,NONE,0.0,0.0
6172,5056,Comic Hand,"If you control Toon World, equip to an opponent's monster. Take control of it. It is treated as a Toon monster. If your opponent controls no Toon monsters, it can attack your opponent directly. If Toon World is not on the field, destroy this card.",UR Ultra Rare,3.48,5,1,Equip,1,NONE,0.0,0.0
6173,5056,Comic Hand,"If you control Toon World, equip to an opponent's monster. Take control of it. It is treated as a Toon monster. If your opponent controls no Toon monsters, it can attack your opponent directly. If Toon World is not on the field, destroy this card.",UR Ultra Rare,3.18,1,1,Equip,1,NONE,0.0,0.0
6174,5057,Comic Hand,"If you control Toon World, equip to an opponent's monster. Take control of it. It is treated as a Toon monster. If your opponent controls no Toon monsters, it can attack your opponent directly. If Toon World is not on the field, destroy this card.",SE Secret Rare,2.57,1,1,Equip,1,NONE,0.0,0.0
6175,5058,Comics Hero King Arthur,"2 Level 4 Warrior-Type monstersIf this card would be destroyed by battle, you can detach 1 Xyz Material from this card instead. When you do: It gains 500 ATK, and if it does, inflict 500 damage to your opponent.",SE Secret Rare,0.66,3,2,[Warrior／Xyz／Effect],2,Rank 4,2400.0,1200.0
6176,5059,Command Knight,"All Warrior monsters you control gain 400 ATK. If you control another monster, monsters your opponent controls cannot target this card for attacks.",C Common,0.15,5,2,[Warrior／Effect],7,Level 4,1200.0,1900.0
6177,5060,Command Knight,"All Warrior monsters you control gain 400 ATK. If you control another monster, monsters your opponent controls cannot target this card for attacks.",SR Super Rare,1.93,3,2,[Warrior／Effect],7,Level 4,1200.0,1900.0
6178,5061,Command Knight,"All Warrior monsters you control gain 400 ATK. If you control another monster, monsters your opponent controls cannot target this card for attacks.",C Common,0.15,3,2,[Warrior／Effect],7,Level 4,1200.0,1900.0
6179,5062,Command Knight,"All Warrior monsters you control gain 400 ATK. If you control another monster, monsters your opponent controls cannot target this card for attacks.",C Common,0.13,3,2,[Warrior／Effect],7,Level 4,1200.0,1900.0
6180,5063,Command Knight,"All Warrior monsters you control gain 400 ATK. If you control another monster, monsters your opponent controls cannot target this card for attacks.",C Common,0.15,3,2,[Warrior／Effect],7,Level 4,1200.0,1900.0
6181,5063,Command Knight,"All Warrior monsters you control gain 400 ATK. If you control another monster, monsters your opponent controls cannot target this card for attacks.",C Common,0.06,3,2,[Warrior／Effect],7,Level 4,1200.0,1900.0
6182,5064,Command Knight,"All Warrior monsters you control gain 400 ATK. If you control another monster, monsters your opponent controls cannot target this card for attacks.",C Common,0.35,3,2,[Warrior／Effect],7,Level 4,1200.0,1900.0
6183,5065,Command Knight,"All Warrior monsters you control gain 400 ATK. If you control another monster, monsters your opponent controls cannot target this card for attacks.",R Rare,10.0,3,2,[Warrior／Effect],7,Level 4,1200.0,1900.0
6184,5065,Command Knight,"All Warrior monsters you control gain 400 ATK. If you control another monster, monsters your opponent controls cannot target this card for attacks.",R Rare,1.34,3,2,[Warrior／Effect],7,Level 4,1200.0,1900.0
6185,5065,Command Knight,"All Warrior monsters you control gain 400 ATK. If you control another monster, monsters your opponent controls cannot target this card for attacks.",R Rare,0.0,4,2,[Warrior／Effect],7,Level 4,1200.0,1900.0
6186,5065,Command Knight,"All Warrior monsters you control gain 400 ATK. If you control another monster, monsters your opponent controls cannot target this card for attacks.",R Rare,0.0,4,2,[Warrior／Effect],7,Level 4,1200.0,1900.0
6187,5066,Command Knight,"All Warrior monsters you control gain 400 ATK. If you control another monster, monsters your opponent controls cannot target this card for attacks.",C Common,0.38,3,2,[Warrior／Effect],7,Level 4,1200.0,1900.0
6188,5067,Command Knight,"All Warrior monsters you control gain 400 ATK. If you control another monster, monsters your opponent controls cannot target this card for attacks.",SR Super Rare,3.08,3,2,[Warrior／Effect],7,Level 4,1200.0,1900.0
6189,5068,Command Knight,"All Warrior monsters you control gain 400 ATK. If you control another monster, monsters your opponent controls cannot target this card for attacks.",SE Secret Rare,3.96,5,2,[Warrior／Effect],7,Level 4,1200.0,1900.0
